nearest_gene_name,chrom,label,label_max,n_unique_patients,n_site_obs,dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,gtex_thymus_tpm,gtex_whole_blood_tpm,gtex_spleen_tpm,gtex_immune_mean_tpm
SUSD1,chr9,3.162657369524821,4.0943445622221,3,3,31759,1,,134709,0,1,0,0.95,166,3,153,0,,,0,0.0,2.4601100734602532,2.328251865083279,2.366844512686432
SUSD2,chr22,3.342062645129555,5.14166355650266,13,32,51168,1,343382.0,7630,0,2,0,0.76,19,1,18,0,0.0,103.0,0,0.0,0.2816245124250597,1.9002191774235544,1.1248505895354726
SUSD3,chr9,4.343805421853684,4.343805421853684,1,1,18597,0,,26450,0,1,0,0.84,51,2,46,0,,,0,0.0,3.1768155640125286,3.981437121512466,3.9579156424840667
SUSD4,chr1,3.197716929839847,3.8501476017100575,3,3,29766,1,17700993.0,144460,0,1,0,0.85,146,2,114,8,0.0,68.0,0,0.0,0.3385408099331546,0.31923597054402986,0.2367249320844521
SUSD5,chr3,3.4011973816621555,3.4011973816621555,1,1,41071,1,,68767,1,1,0,0.89,53,2,44,1,,,0,0.0,0.053594225214749956,1.0520481450754657,0.5068627017530658
SUSD6,chr14,3.5293241140617417,4.787491742782046,10,13,10160,0,4498736.0,103553,1,1,0,1.01,177,1,172,0,0.0,101.0,0,0.0,3.6032534806458805,4.145888075302343,3.8329458869788073
SUV39H1,chrX,3.1780538303479458,3.1780538303479458,1,1,30842,0,,13462,1,1,0,1.22,21,2,18,0,,,0,0.0,1.3974518838157677,2.4196834498669517,2.5181152021358475
SUV39H2,chr10,3.090891573360968,4.23410650459726,9,14,30002,1,6615795.0,25495,0,1,0,0.95,18,1,12,2,0.0,118.0,0,0.0,0.3503237175319615,1.2468081307326884,2.0183259113175986
SV2A,chr1,2.8314802400679726,2.8903717578961645,2,2,14207,1,972406.0,15254,1,0,2925,,18,1,10,1,0.0,212.0,0,0.0,0.35573970674072936,1.2228132041238031,1.2347780139450018
SV2B,chr15,3.444029913018167,6.428105272684596,16,865,16206,0,199968.0,202696,0,2,0,0.99,189,2,159,10,0.0,96.0,0,0.0,0.01267898093679971,0.1290060436610504,0.1878213219882467
SV2C,chr5,3.600321380779368,5.332718793265369,12,50,165069,0,,270556,0,3,0,1.0467,234,2,164,18,,,0,0.0,0.008732133706689576,0.08910606493155705,0.038454544721192384
SVEP1,chr9,4.672828834461906,4.672828834461906,1,1,117832,1,,214632,0,1,0,1.0,138,1,85,7,,,0,0.0,0.03368832227724223,2.045641708968536,1.188528644894558
SVIL,chr10,3.67271271298794,5.948034989180646,12,24,25647,0,2901676.0,279791,1,1,0,0.87,360,4,344,0,0.0,163.0,0,0.0,2.653579935657579,2.0030355464772103,2.047303176056961
SVIP,chr11,3.5814916446841583,5.236441962829949,14,36,13840,0,5124568.0,16500,1,1,0,1.02,11,3,3,2,0.0,81.0,0,0.0,1.2182661658013203,2.344670928530683,2.4466034711267324
SVOP,chr12,4.355639850263948,8.067462667010057,8,9,74201,1,2458133.0,113327,1,0,31365,,90,1,49,6,0.0,63.0,0,0.0,0.011493693711214292,0.019823803542549662,0.017341791464326392
SVOPL,chr7,3.247035012103756,4.718498871295094,7,10,46194,1,,107097,0,1,0,0.95,96,5,62,9,,,0,0.0,0.0,0.0198816437821381,0.008178180664102924
SWAP70,chr11,3.583321483300103,6.322565239927284,15,181,32413,0,8087912.0,88921,1,1,0,0.72,104,1,95,0,0.0,151.0,0,0.0,1.9383833220001645,4.084336313025031,3.9507366028404856
SWI5,chr9,3.6982683965879937,5.272999558563747,2,5,15700,1,,40744,1,1,0,0.77,58,3,52,0,,,0,0.0,1.6743582356759712,2.619371981155933,2.4438667495835817
SWSAP1,chr19,3.80666248977032,3.80666248977032,1,1,9156,1,404686.0,2285,0,1,0,0.81,5,2,3,0,0.0,199.0,0,0.0,1.4796344196910334,2.474485874960083,2.040716305757436
SWT1,chr1,3.532974684979058,4.867534450455582,12,26,40784,0,8000413.0,135880,1,1,0,0.82,104,3,67,8,0.0,41.0,0,0.0,1.2471098769836255,1.7214568117744113,1.5015386212556459
SYAP1,chrX,3.3834492101558844,4.158883083359672,2,3,21402,1,,45795,1,1,0,0.72,31,1,26,0,,,0,0.0,2.4746542733236487,2.464491334837066,2.744673526869474
SYBU,chr8,3.003318059861108,4.927253685157205,3,7,92970,0,,117813,1,2,0,0.86,139,9,114,3,,,0,0.0,0.06443457823569491,0.5332172496523183,0.537501205558095
SYCE1L,chr16,3.757518759667974,5.0238805208462765,7,9,117143,1,3424680.0,13807,0,1,0,0.91,15,1,10,0,0.0,253.0,0,0.0,0.5799527262435596,1.7348345575361224,1.2204379074951375
SYCE2,chr19,3.2131126340571727,5.883322388488279,13,37,4289,1,14983.0,20520,1,1,0,0.96,20,1,18,0,0.0,201.0,0,0.0,0.4276355182281231,0.9902398342658875,0.9938808343689511
SYCE3,chr22,3.4175181023814734,5.552959584921617,7,12,6310,1,9464793.0,11807,0,1,0,0.8,13,1,10,0,0.0,215.0,0,0.0,0.16996300349948426,0.17778879935296155,0.4051837351931849
SYCN,chr19,3.4339872044851463,3.4339872044851463,1,1,529,1,1081802.0,1438,0,1,0,0.95,5,1,4,0,0.0,30.0,0,0.0,0.03155196021290907,0.5864824814911934,0.35111287091606735
SYCP1,chr1,3.0347794079203663,3.912023005428146,8,12,82894,1,220986.0,140507,1,1,0,0.86,38,2,13,7,0.0,290.0,0,0.0,0.0,0.0,0.0
SYCP3,chr12,3.903028932611836,4.477336814478207,7,10,2562,0,9662966.0,10824,1,1,0,0.82,8,1,7,0,0.0,286.0,0,0.0,0.11197598510618934,0.4411513773387066,0.32343548337717604
SYDE1,chr19,2.302585092994046,2.302585092994046,1,1,12054,0,237235.0,7624,1,2,0,0.875,22,2,19,0,0.0,40.0,0,0.0,0.07686223995915649,2.977563211263663,1.9839293164657117
SYDE2,chr1,3.481709546375036,6.253828811575473,8,13,71715,0,146623.0,44873,0,1,0,0.87,34,2,25,1,0.0,26.0,0,0.0,0.022526169986390437,0.3110987494311872,0.29582106084393894
SYF2,chr1,3.556483841979483,6.641182169740591,10,129,132263,0,1592995.0,10228,1,1,0,0.79,7,1,3,0,0.0,74.0,0,0.0,3.064973780795178,3.647270691839751,3.5089689883026196
SYK,chr9,3.453365224858762,5.19295685089021,11,36,213184,0,,96970,0,1,0,0.88,124,3,117,2,,,0,0.0,4.246623491416563,4.294284991104508,4.301922709848836
SYMPK,chr19,3.634279963626345,4.727387818712341,4,5,2924,1,498868.0,51452,1,3,0,0.86,74,4,60,2,0.0,189.0,0,0.0,2.5631477355149084,3.751332990681018,3.5865218326602903
SYN1,chrX,2.8903717578961645,2.8903717578961645,1,1,134,0,,47957,0,2,0,0.79,56,3,41,1,,,0,0.0,0.6178555851235499,0.623046016572257,0.5616597927716115
SYN3,chr22,3.6084249328848377,5.43372200355424,7,32,294346,1,3749181.0,550561,1,2,0,0.935,696,4,609,21,0.0,113.0,0,0.0,0.016141128260895216,0.8329482526043112,0.36534220250163424
SYNC,chr1,3.3845570618172847,5.062595033026967,9,18,5710,1,446642.0,23690,0,1,0,0.72,27,1,23,0,0.0,67.0,0,0.0,0.04950314803125864,0.8696644248762497,0.4028368350001291
SYNDIG1,chr20,3.1944729393770457,5.267858159063328,10,26,110788,1,12765860.0,198591,1,1,0,0.87,228,2,173,10,0.0,64.0,0,0.0,0.016227420323963217,0.6862464250215752,0.2914956913543792
SYNDIG1L,chr14,3.488762168413776,5.3230099791384085,10,33,33705,0,9289810.0,20316,0,1,0,1.14,26,1,20,3,0.0,23.0,0,0.0,0.05374794925575827,0.2646309244210279,0.13359126166566915
SYNE1,chr6,3.4044807229320675,5.4510384535657,14,50,20378,0,,516114,1,2,0,1.01,419,6,330,20,,,0,0.0,1.6113361097171806,2.8901772945449484,2.2131624475955802
SYNE2,chr14,3.4982321693938285,6.282266746896006,14,44,6318,1,1334478.0,464534,0,1,0,1.09,402,4,339,21,0.0,208.0,0,0.0,1.4026843090994925,2.7287347922950427,2.6918237051524865
SYNGAP1,chr6,3.6001609376016552,4.653960350157523,5,9,12500,1,,34028,0,1,0,0.84,72,5,66,0,,,0,0.0,1.300526755780069,2.8040449949896735,2.358730049014617
SYNGR1,chr22,4.143134726391533,4.143134726391533,1,1,4988,0,362574.0,35679,1,3,0,0.85,63,3,59,1,0.0,95.0,0,0.0,1.1766499105769648,2.1716685643451927,1.576295382972991
SYNGR2,chr17,5.424950017481403,5.424950017481403,1,1,6979,1,1438151.0,4960,0,1,0,1.05,14,3,11,0,0.0,47.0,0,0.0,4.25006971619988,4.630623484793086,5.125578350208375
SYNGR3,chr16,3.330847365922339,5.921578419643816,9,33,2201,1,59886.0,4615,0,1,0,0.88,12,3,9,0,0.0,95.0,0,0.0,0.33281699292145733,1.2031344530076524,1.4951773156991657
SYNJ1,chr21,3.3559914181694745,5.3706380281276624,6,10,46915,1,3323542.0,99283,0,1,0,0.82,68,2,44,5,0.0,212.0,0,0.0,1.6549407745800937,2.271208970425792,1.9616086610312116
SYNJ2,chr6,3.5089043569730523,5.010635294096256,5,11,108480,1,,117313,0,2,0,0.825,224,4,204,0,,,0,0.0,0.8332047314125256,1.61097273399267,1.4159413471753937
SYNM,chr15,2.282174095733918,3.1780538303479458,3,4,65182,1,8279704.0,37376,1,2,0,0.975,69,4,58,0,0.0,877.0,0,0.0,0.43856972008952627,1.5257910509273929,1.0781610243857698
SYNPO,chr5,3.85215857110967,5.313205979041787,12,28,6494,1,,58128,1,3,0,0.7367,137,4,130,0,,,0,0.0,0.4300998328442046,3.6814947542131753,3.1109640723863445
SYNPO2,chr4,3.3641780465103444,5.099866427824199,6,9,59220,1,,210559,0,0,14032,,217,5,192,6,,,0,0.0,0.17470764438827005,1.9803115757726457,1.1818437530026904
SYNRG,chr17,3.421227089851869,5.891644211825772,15,64,54895,1,1906860.0,94665,0,1,0,0.83,67,1,54,3,0.0,60.0,0,0.0,2.026399350442288,3.2096453548530364,3.0121487822590365
SYPL1,chr7,3.531831576585656,4.290459441148391,4,4,28462,0,,22089,1,1,0,1.09,28,1,27,0,,,0,0.0,2.827562111762931,4.346246595607085,3.9620035718986415
SYPL2,chr1,3.58351893845611,3.58351893845611,1,1,3443,1,5246786.0,15592,1,1,0,0.87,21,1,19,0,0.0,155.0,0,0.0,0.03725079336551139,1.0500381011740363,0.5238785228116978
SYT1,chr12,3.566466983364134,5.6937321388027,7,23,264735,1,8490945.0,588359,1,0,59030,,439,4,314,30,0.0,1054.0,0,0.0,0.053754961996106944,0.6816958637908157,0.3039318763306506
SYT10,chr12,2.995732273553991,2.995732273553991,1,1,96967,0,8285850.0,65581,0,1,0,0.91,33,1,12,3,0.0,47.0,0,0.0,0.0,0.0,0.0
SYT11,chr1,3.20654257264548,7.272398392570047,15,60,13560,1,209563.0,25750,0,2,0,0.83,27,2,24,0,0.0,80.0,0,0.0,1.8414698447937143,2.4837559880306044,2.6876774112942727
SYT12,chr11,3.2618955405053005,5.786897381366708,16,205,10715,0,2184763.0,44098,1,1,0,1.02,78,6,64,1,0.0,62.0,0,0.0,0.014178705396911628,0.05739550795314013,0.07096293408310134
SYT13,chr11,2.984353779992683,3.1354942159291497,1,2,73288,1,1064584.0,46039,0,1,0,0.74,54,1,47,0,0.0,106.0,0,0.0,0.008537918026027094,0.08053012732681332,0.0338225055516188
SYT14,chr1,3.306082328962035,4.897839799950911,12,39,121048,1,4387451.0,270466,0,1,0,1.01,135,1,54,16,0.0,134.0,0,0.0,0.0,0.0,0.000689329024813103
SYT15,chr10,3.1194001842088936,5.043425116919247,8,11,40959,0,3542150.0,15956,1,1,0,0.84,4,2,1,0,0.0,23.0,0,0.0,0.008584219930594309,0.308604660592912,0.13010853256700872
SYT15B,chr10,2.3502401828962083,2.3978952727983707,2,2,47879,0,4638687.0,18875,0,1,0,0.84,5,0,4,0,0.0,6.0,0,0.0,0.0,,0.0
SYT16,chr14,3.563867738138576,5.786897381366708,16,123,5718,0,110675.0,300701,0,3,0,0.8733,233,3,189,10,0.0,49.0,0,0.0,0.0015440173914236812,0.02445024175751937,0.018113361420380166
SYT17,chr16,3.0823526516371147,3.6635616461296463,2,3,22700,0,5225133.0,100361,0,2,0,0.825,105,5,73,7,0.0,69.0,0,0.0,0.12076879605648345,0.43452281394808856,0.5047532240089851
SYT2,chr1,3.6167194733102273,5.638354669333745,15,60,32953,1,2891041.0,119930,0,2,0,0.81,146,3,94,6,0.0,303.0,0,0.0,0.09900425738120455,0.3579939736364512,0.17835224504433184
SYT4,chr18,3.394395609106997,5.730099782973574,14,123,234919,0,1167719.0,9643,1,0,1401483,,11,1,10,0,0.0,88.0,0,0.0,0.01593998079462095,0.015811240928401495,0.017063061115784
SYT6,chr1,3.395434194070299,5.537334267018537,15,71,88533,0,474358.0,64589,1,1,0,0.89,114,3,92,6,0.0,33.0,0,0.0,0.008616768787082639,0.01738195473293259,0.013634920546371092
SYT7,chr11,3.76481647844829,6.930494765951626,13,75,8921,1,142204.0,67453,0,3,0,0.8267,130,3,126,1,0.0,111.0,0,0.0,0.042704445596921166,1.0782667140026796,0.5157923292390655
SYT8,chr11,2.76669474436376,3.1354942159291497,2,2,20229,0,1270735.0,9214,1,0,2156,,27,3,24,0,0.0,49.0,0,0.0,0.032891011251656235,0.1398984547960446,0.08978573600522562
SYT9,chr11,3.0456549410388494,3.258096538021482,2,2,37936,0,6663499.0,230265,1,1,0,0.82,154,2,89,19,0.0,56.0,0,0.0,0.006916634837323331,0.07504170037952641,0.03888036998670548
SYTL1,chr1,5.14166355650266,5.14166355650266,1,1,5985,1,642788.0,11928,0,1,0,0.74,25,2,23,0,0.0,178.0,0,0.0,4.445389856042179,4.553729512319696,4.208281197610632
SYTL2,chr11,3.565136659853446,5.25227342804663,10,15,44623,1,303323.0,116958,0,1,0,1.0,137,5,130,0,0.0,165.0,0,0.0,0.5995928084227906,1.545969751589849,0.9407300440940133
SYTL3,chr6,3.680309835408958,5.081404364984463,3,5,35340,1,,123968,1,1,0,0.87,210,3,202,0,,,0,0.0,3.7525160060996035,3.317794033356371,3.446612544747948
SYTL4,chrX,3.3884871397587584,4.787491742782046,9,12,43570,1,,60368,1,1,0,0.73,44,2,36,0,,,0,0.0,0.10075894465058818,1.338639177616157,0.6848584403335111
SYVN1,chr11,3.483624530619155,5.2832037287379885,12,26,12485,0,336938.0,13967,1,2,0,0.905,35,6,28,0,0.0,222.0,0,0.0,2.9548425684080897,4.694187882305744,4.310786149909834
SZRD1,chr1,1.9459101490553128,1.9459101490553128,1,1,9463,1,525943.0,45572,1,2,0,0.835,61,2,54,1,0.0,23.0,0,0.0,3.511118482026293,4.0510089946556,4.175453880351591
SZT2,chr1,3.6003468012000086,6.431331081933479,10,22,27584,1,79658.0,64365,0,2,0,0.98,86,3,68,1,0.0,178.0,0,0.0,1.8723635577594056,2.8527102729589693,2.505113607096489
TAAR1,chr6,3.6180212541256114,3.8918202981106265,2,3,7128,1,,15870,0,0,130102,,13,0,8,1,,,0,0.0,0.0,0.0,0.0
TAB1,chr22,3.5810775221521025,5.043425116919247,13,31,11380,0,406051.0,37282,0,1,0,0.78,60,1,55,0,0.0,215.0,0,0.0,2.15169592199314,3.2383803685261805,2.8963083606068727
TAB2,chr6,3.881524121317501,5.393627546352362,8,16,109707,0,,192972,1,1,0,1.08,223,4,189,7,,,0,0.0,2.9177653266642647,3.3713084582699526,3.339735603972951
TAB3,chrX,3.673603169542878,6.212606095751519,12,46,101257,1,,147642,1,1,0,0.99,108,0,92,1,,,0,0.0,1.237582613448897,1.9648132122010935,1.9417046516680374
TAC1,chr7,3.6940950943610753,5.579729825986222,10,13,239098,0,,8419,1,1,0,0.8,8,1,6,0,,,0,0.0,0.0,3.6823859166600657,2.6343328822062166
TAC3,chr12,3.4636977468104004,5.899897353582492,11,33,9510,1,69641.0,18883,1,0,3312,,24,1,22,0,0.0,297.0,0,0.0,0.08287417221481055,0.14589699742319362,0.14998289236889212
TACC1,chr8,3.5119213744424225,6.052089168924417,14,50,41352,0,,124862,1,2,0,0.91,194,7,180,2,,,0,0.0,2.4129540454669907,4.030237947799395,4.002045898802412
TACO1,chr17,3.4657359027997265,3.4657359027997265,1,1,4795,1,326952.0,7483,0,1,0,0.84,8,2,6,0,0.0,55.0,0,0.0,2.0385323037706535,3.1469672783574927,3.165686418205923
TACR1,chr2,3.107859653453398,5.579729825986222,10,18,6759,0,49863689.0,153057,1,1,0,0.68,137,3,78,18,,,0,0.0,0.008418296501486407,0.06838156467701151,0.08671902675946538
TACR3,chr4,3.461011013462129,6.042632833682381,16,154,58199,0,,133954,0,1,0,0.64,36,1,17,3,,,0,0.0,0.0,0.0,0.0
TACSTD2,chr1,2.8903717578961645,2.8903717578961645,1,1,4600,0,6485902.0,1819,0,1,0,1.01,6,2,4,0,0.0,441.0,0,0.0,0.8900083562799602,0.8593944013344367,0.7267030002549902
TADA1,chr1,2.3743320610712564,3.80666248977032,7,7,40246,1,2361022.0,19850,0,1,0,0.91,21,2,16,0,0.0,126.0,0,0.0,0.8347161848669354,2.325960741206419,2.434641189570987
TADA2A,chr17,3.4488297112751205,5.978885764901122,14,59,28057,1,2026496.0,72841,1,1,0,1.47,61,3,49,1,0.0,39.0,0,0.0,1.0550748049866248,2.4251743380777975,2.256107901838997
TADA2B,chr4,3.4245031206063614,5.869296913133774,7,9,60016,1,,16053,1,3,0,1.01,35,3,32,0,,,0,0.0,2.697279066815383,2.9561126808588414,2.734596920332325
TAF1,chrX,3.961140272033559,5.043425116919247,7,8,26802,0,,166243,1,2,0,0.86,81,5,35,3,,,0,0.0,1.2642679601096916,2.8700273171789323,2.6594596836687088
TAF10,chr11,3.0911979401985845,4.51085950651685,8,16,25,1,6075171.0,6245,0,1,0,0.98,19,2,15,0,0.0,31.0,0,0.0,4.660434585091768,4.7667106369318235,4.720000719147292
TAF11,chr6,3.6937461681050863,7.290292882446597,13,44,43528,1,,11730,1,2,0,0.84,14,3,6,0,,,0,0.0,2.6029711273173857,4.118235227322264,3.8534393411069687
TAF12,chr1,3.533597535719964,5.231108616854587,4,8,1625,0,1953503.0,60535,1,2,0,1.045,56,5,43,1,0.0,48.0,0,0.0,2.8184161685584463,2.8885812670347617,2.9465420293632194
TAF15,chr17,3.565498907993254,4.941642422609304,12,43,3909,0,684050.0,55134,1,1,0,0.87,42,1,30,2,0.0,127.0,0,0.0,3.63505664741643,4.804619226442637,4.789148702598946
TAF1B,chr2,3.559565685564975,5.14166355650266,10,20,93277,0,6188230.0,90973,0,1,0,1.06,74,1,59,5,0.0,89.0,0,0.0,0.7303177166125682,1.6964867887206228,1.7798533158892844
TAF1C,chr16,3.48441434793054,4.672828834461906,3,4,19074,1,4809211.0,9224,1,2,0,0.85,26,1,25,0,0.0,87.0,0,0.0,2.6533616757514094,4.7295094602436984,3.975151783344526
TAF3,chr10,3.5593944286396004,6.354370040797351,12,26,11082,1,237900.0,198134,1,2,0,0.865,148,1,87,9,0.0,32.0,0,0.0,1.0443672738157137,2.085669606955336,1.9470913559176313
TAF4,chr20,3.172920940047852,5.488937726156687,14,59,271483,1,1742978.0,112412,1,11,0,0.83,200,3,151,10,0.0,78.0,0,0.0,1.0524217425616944,2.470266673048485,2.263999484785583
TAF4B,chr18,3.251723215470484,5.209486152841421,9,24,149225,1,18304555.0,165292,1,1,0,0.95,105,2,77,2,0.0,349.0,0,0.0,0.3650430336092362,1.8164455777322344,2.1389964150487875
TAF5L,chr1,3.5326305221516217,5.739792912179234,12,41,7633,1,11886044.0,33011,0,2,0,0.905,37,1,30,1,0.0,36.0,0,0.0,0.8730199080841817,2.335699701778043,2.222196103149536
TAF6,chr7,2.6390573296152584,2.6390573296152584,1,1,290,1,,13215,0,0,4853,,23,6,12,1,,,0,0.0,2.3942048351388334,3.211085559393138,3.0891646307464584
TAF9B,chrX,3.892222407843428,6.163314804034641,8,24,30745,0,,9940,0,1,0,0.8,13,1,9,0,,,0,0.0,1.5177063218345075,2.6273895247475765,2.6601674584346617
TAFA1,chr3,3.0906572386814304,3.871201010907891,6,11,230682,1,,541374,0,1,0,0.67,247,2,95,29,,,0,0.0,0.0,,0.0
TAFA2,chr12,3.752779029254522,6.018593214496234,3,7,8914,1,2851312.0,571809,1,2,0,0.87,349,3,209,35,0.0,148.0,0,0.0,0.0,,0.0
TAFA4,chr3,3.3668029659160146,3.7612001156935615,3,4,158256,1,,221533,1,1,0,0.8,110,2,52,14,,,0,0.0,0.0,,0.0
TAFA5,chr22,2.9389965234205104,5.472270673671475,8,12,493579,0,6904036.0,361481,0,14,0,0.8536,556,1,416,23,0.0,122.0,0,0.0,0.0,,0.0
TAFAZZIN,chrX,3.1840935931752465,3.970291913552122,2,2,8779,1,,12270,0,1,0,0.83,21,6,12,0,,,0,0.0,0.0,,0.0
TAGAP,chr6,3.4630850795289985,4.812184355372417,6,9,37506,1,,61342,1,0,33227,,99,4,93,0,,,0,0.0,3.857938450674313,3.3343878392623916,3.262712406949966
TAGLN,chr11,3.1789207575812983,3.80666248977032,3,3,4229,1,57454.0,9955,0,0,18503,,27,3,23,0,0.0,329.0,0,0.0,2.903205715876251,5.253393219694041,4.296384093128674
TAGLN2,chr1,2.9444389791664403,2.9444389791664403,1,1,11169,1,1726109.0,7418,0,1,0,0.64,21,4,17,0,0.0,246.0,0,0.0,6.714928737543035,6.2577786928213674,6.4337800399918805
TAGLN3,chr3,3.031942328395808,5.204006687076795,2,3,1167,0,,15149,0,0,19443,,29,4,25,0,,,0,0.0,0.04791501943720355,0.09225880180933657,0.14337225791559757
TALDO1,chr11,3.323474417531386,5.69035945432406,14,96,9353,1,219409.0,17636,1,2,0,0.825,23,2,20,0,0.0,301.0,0,0.0,6.437609239596559,5.417991945441341,5.873482116573761
TAMALIN,chr12,2.537610343469119,3.1354942159291497,3,3,9252,0,2936900.0,8943,1,2,0,0.885,26,3,23,0,0.0,51.0,0,0.0,0.0,,0.0
TAMM41,chr3,3.595783336596082,5.4510384535657,6,7,13199,0,,56477,0,1,0,0.87,37,2,35,0,,,0,0.0,0.8883273762305622,2.099334851138774,2.0323411989575892
TANC1,chr2,3.659932464904485,5.017279836814924,2,2,56792,1,133682783.0,264087,1,1,0,0.82,351,1,328,5,,,0,0.0,0.0959454325340317,2.400818269405714,1.5331274036559068
TANC2,chr17,3.4039281702687973,6.953684210870537,16,109,54740,0,1021134.0,461468,0,1,0,0.94,406,4,288,24,0.0,87.0,0,0.0,1.159951948901281,1.3559717422446775,1.019213438488659
TANGO2,chr22,3.819156904093492,5.5093883366279774,5,7,30579,1,694262.0,50549,0,3,0,0.9467,114,3,99,1,0.0,94.0,0,0.0,3.2458137198026384,3.1033931413718547,3.0111002456849905
TANGO6,chr16,3.3972972784605924,7.664346632098617,13,59,34837,1,71402.0,242984,0,1,0,0.86,222,2,195,4,0.0,35.0,0,0.0,1.1069970382025027,1.9531141379038157,1.8334989094329517
TANK,chr2,3.2997790261296167,4.927253685157205,11,32,275879,0,135518439.0,99322,1,1,0,0.97,79,2,73,0,,,0,0.0,2.5239911357140565,3.108440230534736,3.149319937774846
TAOK1,chr17,3.568392737930756,7.125283091510712,11,83,35290,0,1739866.0,161552,1,1,0,0.99,96,3,70,5,0.0,200.0,0,0.0,1.7758367055175526,2.5976845882236885,2.5145010501014275
TAOK2,chr16,3.612756808672273,5.707110264748875,13,65,1928,1,1204338.0,18393,0,3,0,0.7533,38,3,34,0,0.0,108.0,0,0.0,2.4618256545111867,3.77293563547784,3.2309335046581107
TAP1,chr6,3.9289808457552646,6.905753276311464,17,358,16074,0,,8812,1,1,0,0.72,20,2,16,0,,,0,0.0,4.706082824489872,4.899197087374679,5.186402081919536
TAP2,chr6,3.555629440108537,6.09807428216624,14,106,7735,1,,16951,1,1,0,0.83,17,2,15,0,,,0,0.0,2.964674949088648,4.045031761501977,3.9636662385799846
TAPBP,chr6,3.513977197582865,4.919980925828125,5,7,5114,1,,14590,1,2,0,0.755,20,1,18,0,,,0,0.0,5.040219985970298,5.386012259887135,5.175872858089434
TAPBPL,chr12,3.481616494662947,5.986452005284438,8,17,2593,1,165885.0,14827,1,0,3872,,32,3,29,0,0.0,42.0,0,0.0,2.9770946673571115,3.3963489804706533,3.3340349767058233
TAPT1,chr4,3.832244856891116,6.135564891081739,15,50,17890,1,,66905,0,1,0,0.98,62,3,51,3,,,0,0.0,1.6610583533034047,2.7319685302726877,2.2887308986386636
TARBP1,chr1,3.3637808719828377,4.418840607796598,5,6,52021,0,6988581.0,87884,0,1,0,1.07,70,1,57,1,0.0,84.0,0,0.0,1.029290791761168,3.1183878634583375,3.101013486067406
TARBP2,chr12,3.713274536198652,4.430816798843313,1,2,331,0,2576209.0,5510,0,1,0,0.87,15,3,12,0,0.0,209.0,0,0.0,1.9528772509098606,3.356924996941547,2.99899926445624
TARDBP,chr1,2.079441541679836,2.079441541679836,2,2,1803,0,252015.0,18184,0,1,0,0.89,20,2,12,0,0.0,667.0,0,0.0,2.808191118325872,4.359090603390824,4.161378404953553
TARM1,chr19,3.814723798406223,6.297109319933935,4,5,1258,1,57603.0,11470,1,0,14530,,2,1,1,0,0.0,195.0,0,0.0,0.6986370834285741,0.19182046563952526,0.3418063184119076
TARP,chr7,3.5674689473686043,5.82600010738045,14,95,9871,1,,13993,0,0,37683,,10,2,7,0,,,0,0.0,0.0,,0.0
TARS1,chr5,3.5890096443333257,5.793013608384144,14,59,292590,0,,28835,0,1,0,0.82,23,2,20,0,,,0,0.0,0.0,,0.0
TARS2,chr1,3.55397295582241,5.762051382780177,11,24,57545,1,446991.0,20288,0,0,7947,,8,1,7,0,0.0,108.0,0,0.0,1.9152653573406075,3.35384718024855,3.429325171280852
TARS3,chr15,3.4490688611385103,5.214935757608986,10,24,7195,1,10833675.0,70969,1,1,0,0.94,64,1,53,2,0.0,54.0,0,0.0,0.0,,0.0
TAS1R3,chr1,3.342235323666717,5.683579767338681,14,125,270,0,1223234.0,4034,0,2,0,0.695,11,1,10,0,0.0,112.0,0,0.0,0.6522158050578087,1.917303422017732,1.2867732444190843
TAS2R1,chr5,2.9254919297821065,4.0943445622221,3,3,138450,0,,85031,0,0,80744,,65,0,43,5,,,0,0.0,0.0,0.0,0.0
TAS2R10,chr12,3.998581683904285,4.382026634673881,4,4,25567,1,797698.0,1139,1,0,101638,,1,0,0,1,0.0,56.0,0,0.0,0.0,0.48257428641958766,0.27644062346419124
TAS2R13,chr12,2.6208735075298213,3.044522437723423,2,2,8214,1,748275.0,1636,1,0,184345,,1,0,0,0,0.0,136.0,0,0.0,0.0,0.05041503382962843,0.03386924004255504
TAS2R16,chr7,2.7859876552818936,4.406719247264253,3,3,13489,0,,996,1,0,107799,,0,0,0,0,,,0,0.0,0.0,0.0,0.0
TAS2R3,chr7,2.833213344056216,2.833213344056216,1,1,12904,1,,1100,1,0,25504,,0,0,0,0,,,0,0.0,0.0,0.06010467490275688,0.09416761823847114
TAS2R30,chr12,3.385071027657037,5.402677381872279,4,5,13759,0,528738.0,1686,0,0,36528,,3,0,3,0,0.0,10.0,0,0.0,0.0,0.06765519052391088,0.04694395303346128
TAS2R31,chr12,2.772588722239781,2.772588722239781,1,1,15370,0,602846.0,1020,0,0,139765,,0,0,0,0,0.0,14.0,0,0.0,0.031734782592757096,0.3677168570170065,0.4441165780767012
TAS2R38,chr7,3.232166915492379,4.30406509320417,3,9,27591,0,,1142,0,0,234038,,2,0,0,0,,,0,0.0,0.0,0.0,0.0
