patient_id,nearest_gene_name,chrom,last_tp_abundance,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc
T6,ABCC6,chr16,98.0,4.59511985013459,136331,2167168.0,74072,0,1,0,0.96,79,1,39,16,0.0,323.0,0,15
T6,NPIPA7,chr16,34.0,3.5553480614894135,26847,2424222.0,22765,0,1,0,0.74,2,0,0,0,0.0,2.0,0,15
T6,XYLT1,chr16,115.0,4.7535901911063645,513606,3037216.0,369191,0,1,0,0.91,475,3,420,6,0.0,298.0,0,15
T6,NOMO2,chr16,130.0,4.875197323201151,88974,4553099.0,144886,0,1,0,0.88,18,2,12,1,0.0,13.0,0,15
T6,ARL6IP1,chr16,99.0,4.605170185988092,1093,4882527.0,9963,1,1,0,0.8,16,2,14,0,0.0,125.0,0,15
T6,SMG1,chr16,153.0,5.0369526024136295,62115,4944159.0,121552,1,1,0,0.95,82,1,68,1,0.0,609.0,0,15
T6,LYRM1,chr16,137.0,4.927253685157205,44939,6934744.0,25190,0,1,0,0.76,38,4,32,0,0.0,28.0,0,15
T6,DCUN1D3,chr16,19.0,2.995732273553991,336,6980598.0,45503,0,1,0,0.76,63,4,56,0,0.0,49.0,0,15
T6,NPIPB3,chr16,61.0,4.127134385045092,50814,7477615.0,46330,1,2,0,0.97,3,0,2,0,0.0,11.0,0,15
T6,METTL9,chr16,57.0,4.060443010546419,70931,7606149.0,60253,1,1,0,1.05,97,4,92,0,0.0,127.0,0,15
T6,NPIPB4,chr16,73.0,4.30406509320417,82812,7877877.0,46264,0,1,0,1.02,6,0,4,2,0.0,8.0,0,15
T6,UQCRC2,chr16,30.0,3.4339872044851463,35848,7996650.0,32755,0,0,22275,,28,2,20,0,0.0,138.0,0,15
T6,MOSMO,chr16,43.0,3.784189633918261,14036,8101536.0,79896,1,1,0,0.93,86,2,72,3,0.0,94.0,0,15
T6,VWA3A,chr16,154.0,5.043425116919247,41737,8130653.0,64436,1,0,5393,,37,1,11,7,0.0,27.0,0,15
T6,POLR3E,chr16,97.0,4.584967478670572,44236,8333001.0,37726,0,2,0,0.815,61,1,44,0,0.0,64.0,0,15
T6,CDR2,chr16,115.0,4.7535901911063645,68284,8448743.0,91229,0,2,0,1.005,103,6,79,1,0.0,200.0,0,15
T6,NPIPB5,chr16,51.0,3.9512437185814275,19129,8539854.0,57419,1,1,0,1.02,2,0,1,0,0.0,20.0,0,15
T6,USP31,chr16,17.0,2.8903717578961645,73862,8104544.0,88046,1,1,0,1.17,106,2,93,0,0.0,223.0,0,15
T6,PLK1,chr16,71.0,4.276666119016055,17191,7519669.0,12711,1,1,0,0.97,21,1,10,0,0.0,510.0,0,15
T6,PRKCB,chr16,36.0,3.6109179126442243,1329,7345504.0,384652,1,1,0,0.98,393,2,330,9,0.0,1225.0,0,15
T6,CACNG3,chr16,35.0,3.58351893845611,179255,7103103.0,106126,1,1,0,0.7,84,1,52,8,0.0,163.0,0,15
T6,RBBP6,chr16,76.0,4.343805421853684,129849,6772290.0,35170,1,1,0,0.93,31,2,23,1,0.0,120.0,0,15
T6,SLC5A11,chr16,37.0,3.6375861597263857,100870,6435163.0,65787,1,0,103118,,60,1,33,4,0.0,76.0,0,15
T6,ARHGAP17,chr16,91.0,4.5217885770490405,77373,6241841.0,96277,1,1,0,0.92,120,1,109,1,0.0,85.0,0,15
T6,LCMT1,chr16,10.0,2.3978952727983707,25762,6094165.0,66500,0,1,0,0.84,69,2,62,1,0.0,103.0,0,15
T6,NSMCE1,chr16,65.0,4.189654742026425,31332,3942678.0,43795,0,1,0,0.97,89,2,84,0,0.0,57.0,0,15
T6,IL4R,chr16,51.0,3.9512437185814275,21810,3888482.0,51349,1,1,0,1.08,86,2,75,0,0.0,735.0,0,15
T6,IL21R,chr16,45.0,3.828641396489095,44229,3822189.0,49876,1,0,87800,,79,2,73,0,0.0,672.0,0,15
T6,GSG1L,chr16,49.0,3.912023005428146,229092,3345472.0,276228,1,1,0,0.94,233,3,113,28,0.0,63.0,0,15
T6,XPO6,chr16,201.0,5.308267697401205,69818,3037976.0,114000,0,1,0,0.8,137,2,127,0,0.0,58.0,0,15
T6,EIF3CL,chr16,12.0,2.5649493574615367,19752,2796040.0,24449,1,1,0,1.05,0,0,0,0,0.0,106.0,0,15
T6,IL27,chr16,36.0,3.6109179126442243,7336,2675419.0,12689,1,0,1174,,23,1,19,1,0.0,669.0,0,15
T6,SGF29,chr16,40.0,3.713572066704308,6889,2633108.0,37875,0,1,0,1.34,38,2,29,1,0.0,116.0,0,15
T6,SULT1A2,chr16,89.0,4.499809670330265,22116,2602337.0,8123,1,0,712,,9,2,7,0,0.0,147.0,0,15
T6,NPIPB8,chr16,42.0,3.7612001156935624,8904,2551384.0,21090,1,0,13944,,3,0,3,0,0.0,41.0,0,15
T6,NPIPB9,chr16,7.0,2.0794415416798357,27097,2455444.0,21077,0,0,962,,2,0,0,0,0.0,15.0,0,15
T6,ATXN2L,chr16,16.0,2.833213344056216,29770,2386905.0,14238,1,1,0,0.83,24,3,15,0,0.0,158.0,0,15
T6,LAT,chr16,101.0,4.624972813284271,2616,2197942.0,5976,0,0,9468,,15,4,11,0,0.0,957.0,0,15
T6,NPIPB11,chr16,13.0,2.6390573296152584,206488,1979911.0,25401,1,0,47321,,11,0,11,0,0.0,33.0,0,15
T6,SLX1B,chr16,123.0,4.820281565605037,23059,1748660.0,3690,0,1,0,0.76,0,0,0,0,0.0,17.0,0,15
T6,BOLA2,chr16,34.0,3.5553480614894135,137,1725259.0,1424,0,1,0,0.76,0,0,0,0,0.0,59.0,0,15
T6,SULT1A4,chr16,52.0,3.970291913552122,1938,1723079.0,5973,1,0,1102,,0,0,0,0,0.0,91.0,0,15
T6,NPIPB12,chr16,112.0,4.727387818712341,24343,1695882.0,25061,0,1,0,1.02,0,0,0,0,0.0,0.0,0,15
T6,SPN,chr16,104.0,4.653960350157523,76993,1594148.0,7897,0,1,0,0.69,15,2,13,0,0.0,384.0,0,15
T6,QPRT,chr16,51.0,3.9512437185814275,64,1516919.0,35425,0,2,0,0.655,56,2,44,5,0.0,110.0,0,15
T6,ZG16,chr16,116.0,4.762173934797756,15810,1418062.0,5390,1,0,1768,,8,1,7,0,0.0,58.0,0,15
T6,MVP,chr16,63.0,4.1588830833596715,838,1360578.0,27645,0,2,0,0.69,46,4,39,0,0.0,432.0,0,15
T6,CDIPT,chr16,54.0,4.007333185232471,21357,1338077.0,5057,0,1,0,0.84,10,4,5,0,0.0,72.0,0,15
T6,KCTD13,chr16,119.0,4.787491742782046,7200,1261098.0,21224,1,1,0,0.97,28,1,19,3,0.0,287.0,0,15
T6,TAOK2,chr16,8.0,2.1972245773362196,15712,1221978.0,18393,1,3,0,0.7533,38,3,34,0,0.0,108.0,0,15
T6,INO80E,chr16,57.0,4.060443010546419,8677,1193096.0,10078,0,1,0,0.94,19,2,14,0,0.0,52.0,0,15
T6,PPP4C,chr16,18.0,2.9444389791664403,5283,1109450.0,9418,0,1,0,1.02,22,2,19,0,0.0,164.0,0,15
T6,YPEL3,chr16,125.0,4.836281906951478,1983,1085202.0,4601,0,2,0,0.845,12,4,7,0,0.0,60.0,0,15
T6,MAPK3,chr16,37.0,3.6375861597263857,4699,1061327.0,9401,1,1,0,0.92,23,2,21,0,0.0,1295.0,0,15
T6,CORO1A,chr16,85.0,4.454347296253507,29474,1026791.0,6268,1,1,0,0.83,19,3,16,0,0.0,588.0,0,15
T6,SULT1A3,chr16,35.0,3.58351893845611,1157,983232.0,6265,1,0,1093,,0,0,0,0,0.0,113.0,0,15
T6,NPIPB13,chr16,132.0,4.890349128221754,28263,953129.0,32375,0,1,0,0.99,0,0,0,0,0.0,12.0,0,15
T6,CD2BP2,chr16,179.0,5.19295685089021,49930,874756.0,4541,0,1,0,0.84,16,3,13,0,0.0,34.0,0,15
T6,ZNF48,chr16,42.0,3.7612001156935624,3696,805724.0,22002,1,3,0,0.88,30,4,24,1,0.0,18.0,0,15
T6,ITGAL,chr16,144.0,4.976733742420574,11896,719372.0,50909,0,1,0,0.77,53,3,41,2,0.0,801.0,0,15
T6,ZNF747,chr16,57.0,4.060443010546419,1290,643497.0,4980,0,2,0,0.795,12,2,10,0,0.0,6.0,0,15
T6,FBRS,chr16,156.0,5.056245805348308,3352,525055.0,12379,0,1,0,0.9,32,1,31,0,0.0,47.0,0,15
T6,TMEM265,chr16,90.0,4.51085950651685,18146,457638.0,4554,1,0,2886,,11,1,10,0,0.0,4.0,0,15
T6,RNF40,chr16,23.0,3.1780538303479458,6592,424981.0,14562,1,2,0,0.925,29,3,21,0,0.0,79.0,0,15
T6,BCL7C,chr16,144.0,4.976733742420574,52292,338124.0,60676,1,3,0,0.9467,67,4,49,1,0.0,59.0,0,15
T6,PRSS8,chr16,17.0,2.8903717578961645,10236,54643.0,4294,1,0,6508,,11,2,9,0,0.0,356.0,0,15
T6,PYCARD,chr16,23.0,3.1780538303479458,9729,13587.0,1964,0,1,0,0.8,5,2,3,0,0.0,667.0,0,15
T6,ZNF267,chr16,122.0,4.812184355372417,27987,665667.0,43569,1,1,0,0.78,33,3,27,0,0.0,47.0,0,15
T6,TP53TG3D,chr16,13.0,2.6390573296152584,150034,923118.0,2642,1,1,0,0.8,2,1,0,0,0.0,6.0,0,15
T6,TP53TG3,chr16,19.0,2.995732273553991,194644,1301387.0,2637,1,1,0,0.9,0,0,0,0,0.0,8.0,0,15
T6,SHCBP1,chr16,44.0,3.8066624897703196,232721,4353374.0,42788,0,1,0,0.94,27,1,21,1,0.0,325.0,0,15
T6,VPS35,chr16,14.0,2.70805020110221,2330,4050184.0,33386,0,1,0,0.78,25,2,22,0,0.0,215.0,0,15
T6,PHKB,chr16,79.0,4.382026634673881,152159,3433068.0,240400,0,1,0,1.03,180,1,134,5,0.0,182.0,0,15
T6,ITFG1,chr16,112.0,4.727387818712341,2654,3275229.0,309762,0,1,0,1.03,162,1,97,18,0.0,128.0,0,15
T6,ABCC11,chr16,17.0,2.8903717578961645,19610,2474854.0,81795,1,1,0,0.85,70,3,43,5,0.0,336.0,0,15
T6,N4BP1,chr16,145.0,4.983606621708336,41308,2163192.0,81422,0,0,41828,,95,4,86,2,0.0,185.0,0,15
T6,NOD2,chr16,25.0,3.258096538021482,15053,33762.0,40131,0,0,8366,,61,3,53,0,0.0,1062.0,0,15
T6,CYLD,chr16,47.0,3.871201010907891,17174,17174.0,59903,1,1,0,0.95,52,6,42,1,5.0,732.0,1,15
T6,SALL1,chr16,15.0,2.772588722239781,160020,250631.0,16701,0,1,0,0.84,37,7,29,0,0.0,457.0,0,15
T6,RBL2,chr16,32.0,3.4965075614664802,189287,2502658.0,57672,0,1,0,1.01,39,2,36,0,0.0,277.0,0,15
T6,AKTIP,chr16,91.0,4.5217885770490405,31693,2730686.0,13909,1,1,0,0.91,16,1,15,0,0.0,180.0,0,15
T6,FTO,chr16,42.0,3.7612001156935624,91042,2868618.0,456820,1,2,0,0.76,487,5,409,16,0.0,758.0,0,15
T6,RPGRIP1L,chr16,56.0,4.04305126783455,253,2961653.0,105785,0,1,0,0.82,83,2,66,3,0.0,489.0,0,15
T6,IRX3,chr16,69.0,4.248495242049359,284852,3259903.0,3483,0,1,0,0.85,12,2,10,0,0.0,286.0,0,15
T6,AMFR,chr16,15.0,2.772588722239781,116965,5566548.0,64096,0,2,0,0.865,64,2,56,1,0.0,259.0,0,15
T6,NUP93,chr16,21.0,3.091042453358316,14416,6002479.0,120191,0,1,0,0.86,144,3,129,1,0.0,130.0,0,15
T6,NLRC5,chr16,136.0,4.919980925828125,11812,6235641.0,94753,0,1,0,0.79,149,4,137,0,0.0,319.0,0,15
T6,CPNE2,chr16,46.0,3.8501476017100584,51524,6298993.0,55820,0,1,0,0.94,95,1,85,0,0.0,43.0,0,15
T6,ARL2BP,chr16,63.0,4.1588830833596715,28323,6474904.0,8376,0,1,0,0.97,9,1,7,0,0.0,219.0,0,15
T6,CSNK2A2,chr16,30.0,3.4339872044851463,31101,6959022.0,40284,0,1,0,0.99,31,4,22,2,0.0,278.0,0,15
T6,CNOT1,chr16,115.0,4.7535901911063645,56672,6552899.0,109934,1,1,0,0.81,72,4,52,2,0.0,115.0,0,15
T6,GOT2,chr16,20.0,3.044522437723423,24421,6416172.0,27231,1,1,0,0.79,28,2,22,0,0.0,375.0,0,15
T6,CDH8,chr16,27.0,3.332204510175204,1626421,4715498.0,389793,0,1,0,0.81,223,6,115,24,0.0,115.0,0,15
T6,CMTM2,chr16,17.0,2.8903717578961645,5024,454560.0,8827,1,1,0,0.97,11,2,8,1,0.0,58.0,0,15
T6,CMTM3,chr16,63.0,4.1588830833596715,11818,436928.0,10018,1,1,0,0.88,21,7,14,0,0.0,116.0,0,15
T6,CA7,chr16,86.0,4.465908118654584,15805,200375.0,9739,1,1,0,0.8,17,2,12,2,0.0,71.0,0,15
T6,RRAD,chr16,25.0,3.258096538021482,3054,105730.0,4626,0,2,0,0.9,10,2,8,0,0.0,267.0,0,15
T6,CBFB,chr16,8.0,2.1972245773362196,14704,14704.0,72074,0,1,0,1.34,64,2,51,2,1.0,458.0,1,15
T6,PHAF1,chr16,96.0,4.574710978503383,40424,40533.0,38603,1,1,0,0.82,51,1,40,0,0.0,33.0,0,15
T6,B3GNT9,chr16,37.0,3.6375861597263857,19241,103035.0,3156,0,1,0,0.9,9,1,8,0,0.0,22.0,0,15
T6,NOL3,chr16,18.0,2.9444389791664403,1579,139591.0,6035,0,2,0,0.84,15,2,13,0,0.0,120.0,0,15
T6,FHOD1,chr16,35.0,3.58351893845611,642,219197.0,18152,0,2,0,0.76,44,1,39,0,0.0,173.0,0,15
T6,KCTD19,chr16,31.0,3.4657359027997265,19692,254763.0,37332,1,0,9600,,44,1,32,5,0.0,234.0,0,15
T6,RIPOR1,chr16,83.0,4.430816798843313,15051,58464.0,28370,1,3,0,0.7567,67,7,60,0,0.0,62.0,0,15
T6,CARMIL2,chr16,197.0,5.288267030694535,41479,41678.0,12581,1,3,0,0.76,38,3,32,0,0.0,150.0,0,15
T6,GFOD2,chr16,38.0,3.6635616461296463,21850,135658.0,44808,0,1,0,0.82,55,1,53,0,0.0,24.0,0,15
T6,RANBP10,chr16,15.0,2.772588722239781,39683,205046.0,83490,0,1,0,0.75,103,1,95,2,0.0,134.0,0,15
T6,TSNAXIP1,chr16,126.0,4.844187086458591,66,245000.0,25383,0,1,0,0.75,24,2,14,0,0.0,88.0,0,15
T6,LCAT,chr16,8.0,2.1972245773362196,3529,378771.0,4381,0,0,3235,,13,2,10,0,0.0,558.0,0,15
T6,NFATC3,chr16,96.0,4.574710978503383,30408,492512.0,144508,1,1,0,1.0,125,3,111,0,0.0,402.0,0,15
T6,ESRP2,chr16,151.0,5.0238805208462765,76443,575633.0,9069,1,1,0,0.8,28,4,24,0,0.0,99.0,0,15
T6,PLA2G15,chr16,122.0,4.812184355372417,3517,495505.0,15759,1,1,0,0.82,29,1,26,0,0.0,175.0,0,15
T6,SLC7A6,chr16,27.0,3.332204510175204,9326,482385.0,37590,0,1,0,1.09,78,3,72,0,0.0,80.0,0,15
T6,PRMT7,chr16,32.0,3.4965075614664802,10673,437049.0,49936,1,1,0,0.84,80,3,74,0,0.0,145.0,0,15
T6,SLC7A6OS,chr16,122.0,4.812184355372417,1221,425119.0,26449,1,1,0,0.84,43,2,38,0,0.0,56.0,0,15
T6,HAS3,chr16,40.0,3.713572066704308,130244,238117.0,13066,1,2,0,0.75,35,4,30,1,0.0,178.0,0,15
T6,COG8,chr16,99.0,4.605170185988092,265,602556.0,19443,0,3,0,0.9567,42,2,33,0,0.0,52.0,0,15
T6,TERF2,chr16,129.0,4.867534450455582,1898,669381.0,53107,1,1,0,1.04,59,3,49,1,0.0,230.0,0,15
T6,NFAT5,chr16,130.0,4.875197323201151,77776,750026.0,139572,0,1,0,0.91,105,2,85,2,0.0,506.0,0,15
T6,NQO1,chr16,134.0,4.90527477843843,80587,908789.0,19672,0,1,0,0.83,32,1,27,0,0.0,672.0,0,15
T6,NOB1,chr16,7.0,2.0794415416798357,10576,1007074.0,13071,1,2,0,0.87,14,1,12,0,0.0,91.0,0,15
T6,WWP2,chr16,55.0,4.02535169073515,2394,1027383.0,182272,1,1,0,0.97,247,4,209,1,0.0,201.0,0,15
T6,CLEC18A,chr16,113.0,4.736198448394496,93841,1119572.0,13747,1,0,682,,6,1,0,0,0.0,64.0,0,15
T6,CLEC18C,chr16,14.0,2.70805020110221,8541,1427489.0,14039,1,0,686,,2,1,0,0,0.0,22.0,0,15
T6,DDX19B,chr16,142.0,4.962844630259907,18021,1534350.0,45642,0,0,77,,33,4,25,0,0.0,151.0,0,15
T6,AARS1,chr16,69.0,4.248495242049359,2463,1554878.0,37724,1,2,0,0.945,42,3,26,0,0.0,317.0,0,15
T6,DDX19A,chr16,80.0,4.394449154672439,20015,1589554.0,27131,1,1,0,1.04,27,1,23,0,0.0,199.0,0,15
T6,COG4,chr16,133.0,4.897839799950911,32941,1753327.0,42992,0,1,0,0.87,37,1,33,0,0.0,89.0,0,15
T6,SF3B3,chr16,80.0,4.394449154672439,2355,1788845.0,53888,0,0,199,,56,2,49,0,0.0,87.0,0,15
T6,IL34,chr16,64.0,4.174387269895637,27319,1815267.0,81678,0,0,2115,,98,4,82,2,0.0,377.0,0,15
T6,ATXN1L,chr16,93.0,4.543294782270004,41104,2124536.0,76829,0,4,0,0.8775,92,7,72,4,0.0,51.0,0,15
T6,IST1,chr16,165.0,5.111987788356544,17824,2063699.0,85203,0,4,0,0.865,100,9,75,3,0.0,200.0,0,15
T6,ZNF821,chr16,44.0,3.8066624897703196,20965,2017500.0,35656,0,3,0,0.9033,40,7,22,3,0.0,33.0,0,15
T6,ZFHX3,chr16,42.0,3.7612001156935624,847918,847918.0,1108986,0,6,0,0.8717,1135,10,882,56,1.0,473.0,1,15
T6,GLG1,chr16,35.0,3.58351893845611,90135,625138.0,159717,1,1,0,1.0,167,1,156,0,0.0,116.0,0,15
T6,ZNRF1,chr16,118.0,4.77912349311153,82958,1024185.0,111980,0,1,0,0.9,168,3,156,0,0.0,45.0,0,15
T6,LDHD,chr16,31.0,3.4657359027997265,57312,1167599.0,4927,0,1,0,0.74,12,1,11,0,0.0,63.0,0,15
T6,CTRB2,chr16,11.0,2.4849066497880004,21588,1293702.0,3058,1,0,22436,,7,1,6,0,0.0,55.0,0,15
T6,CNTNAP4,chr16,22.0,3.1354942159291497,144964,2240443.0,283479,1,0,41983,,166,3,106,11,0.0,96.0,0,15
T6,CLEC3A,chr16,10.0,2.3978952727983707,10225,4140869.0,44246,1,1,0,0.76,32,1,15,3,0.0,45.0,0,15
T6,MAF,chr16,36.0,3.6109179126442243,730836,4978030.0,14894,0,2,0,0.865,35,3,32,0,0.0,576.0,0,15
T6,ATMIN,chr16,47.0,3.871201010907891,2,7143969.0,11508,1,1,0,1.14,14,2,10,1,0.0,74.0,0,15
T6,GCSH,chr16,19.0,2.995732273553991,18699,7223234.0,14461,1,1,0,0.88,18,2,13,1,0.0,186.0,0,15
T6,CMIP,chr16,12.0,2.5649493574615367,56876,7496061.0,266954,0,2,0,0.835,524,9,478,0,0.0,146.0,0,15
T6,CRISPLD2,chr16,9.0,2.302585092994046,54669,4211895.0,100787,1,1,0,0.95,163,2,139,1,0.0,203.0,0,15
T6,GSE1,chr16,88.0,4.48863636973214,23699,3831381.0,506679,0,27,0,0.7796,1062,7,1003,7,0.0,77.0,0,15
T6,C16orf74,chr16,29.0,3.4011973816621555,1998,3224080.0,61045,0,2,0,0.81,99,3,84,4,0.0,54.0,0,15
T6,IRF8,chr16,102.0,4.634728988229636,17631,3095722.0,23490,1,1,0,0.97,50,6,43,0,0.0,777.0,0,15
T6,JPH3,chr16,18.0,2.9444389791664403,45751,1421123.0,96321,0,8,0,0.8612,168,3,107,14,0.0,121.0,0,15
T6,KLHDC4,chr16,37.0,3.6375861597263857,27758,1238967.0,69513,0,7,0,0.97,107,2,101,0,0.0,41.0,0,15
T6,SLC7A5,chr16,190.0,5.25227342804663,49748,1157448.0,39491,0,2,0,0.795,107,3,104,0,0.0,562.0,0,15
T6,BANP,chr16,43.0,3.784189633918261,19425,1008655.0,128194,0,14,0,0.8171,236,1,219,1,0.0,105.0,0,15
T6,ZC3H18,chr16,15.0,2.772588722239781,45644,452448.0,61561,0,2,0,1.045,108,1,100,0,0.0,46.0,0,15
T6,IL17C,chr16,19.0,2.995732273553991,22883,361518.0,1896,0,1,0,0.89,6,1,5,0,0.0,232.0,0,15
T6,MVD,chr16,158.0,5.0689042022202315,5988,320034.0,11227,1,4,0,0.8175,27,1,24,0,0.0,112.0,0,15
T6,SNAI3,chr16,33.0,3.5263605246161616,11434,302134.0,8819,0,2,0,0.725,19,1,18,0,0.0,59.0,0,15
T6,CTU2,chr16,133.0,4.897839799950911,2577,268157.0,8923,1,1,0,0.97,22,1,20,0,0.0,102.0,0,15
T6,PIEZO1,chr16,161.0,5.087596335232384,39173,231129.0,69913,0,11,0,0.7318,158,6,138,1,0.0,1421.0,0,15
T6,CDT1,chr16,115.0,4.7535901911063645,9058,182476.0,5469,1,1,0,1.0,17,1,16,0,0.0,214.0,0,15
T6,APRT,chr16,65.0,4.189654742026425,2500,167744.0,2624,0,1,0,0.93,8,1,7,0,0.0,615.0,0,15
T6,GALNS,chr16,28.0,3.367295829986474,1226,119011.0,43237,0,9,0,0.87,81,2,62,3,0.0,458.0,0,15
T6,PABPN1L,chr16,83.0,4.430816798843313,4733,115280.0,3327,0,0,3987,,8,0,6,0,0.0,55.0,0,15
T6,SLC22A31,chr16,72.0,4.290459441148391,14914,209530.0,5890,0,1,0,0.91,19,4,12,1,0.0,37.0,0,15
T6,RPL13,chr16,119.0,4.787491742782046,34203,549227.0,7197,0,2,0,0.955,20,2,17,0,0.0,115.0,0,15
T6,CPNE7,chr16,52.0,3.970291913552122,5330,593195.0,21515,0,6,0,0.9,44,1,40,1,0.0,167.0,0,15
T6,DPEP1,chr16,13.0,2.6390573296152584,18686,617415.0,25148,0,0,9047,,51,4,43,0,0.0,189.0,0,15
T6,CDK10,chr16,11.0,2.4849066497880004,7425,696105.0,15632,1,1,0,0.93,31,3,24,0,0.0,131.0,0,15
T6,ZNF276,chr16,17.0,2.8903717578961645,9146,734047.0,20525,0,1,0,1.0,45,2,39,0,0.0,75.0,0,15
T6,VPS9D1,chr16,33.0,3.5263605246161616,459,743658.0,14196,1,1,0,1.0,34,4,28,0,0.0,82.0,0,15
T6,FANCA,chr16,126.0,4.844187086458591,47317,792453.0,90294,1,1,0,0.92,113,2,92,5,0.0,1688.0,0,15
T6,SPIRE2,chr16,191.0,5.2574953720277815,596,840376.0,53140,0,6,0,0.8833,101,1,90,0,0.0,76.0,0,15
T6,TCF25,chr16,134.0,4.90527477843843,27434,868925.0,40061,1,3,0,0.9133,78,5,64,1,0.0,84.0,0,15
T6,DEF8,chr16,104.0,4.653960350157523,13125,957795.0,19939,0,3,0,0.75,34,1,26,0,0.0,75.0,0,15
T6,DBNDD1,chr16,130.0,4.875197323201151,46,1042729.0,15019,0,1,0,0.82,32,6,26,0,0.0,93.0,0,15
T6,PRDM7,chr16,24.0,3.2188758248682006,35107,1079758.0,35506,1,2,0,0.825,25,1,15,2,0.0,247.0,0,15
T6,VPS53,chr17,48.0,3.8918202981106265,137518,4698060.0,213214,0,1,0,0.86,238,4,202,5,0.0,78.0,0,15
T6,NXN,chr17,10.0,2.3978952727983707,76055,4378538.0,180466,1,6,0,0.785,271,2,261,1,0.0,215.0,0,15
T6,BHLHA9,chr17,96.0,4.574710978503383,18857,4030672.0,1371,1,1,0,0.88,4,1,1,0,0.0,110.0,0,15
T6,TRARG1,chr17,110.0,4.709530201312334,4494,4007091.0,21316,1,0,8223,,30,1,24,1,0.0,117.0,0,15
T6,YWHAE,chr17,26.0,3.295836866004329,60010,3942014.0,55980,1,1,0,0.88,87,2,78,0,0.0,414.0,0,15
T6,CRK,chr17,51.0,3.9512437185814275,30349,3849446.0,42473,0,1,0,0.86,50,2,47,0,0.0,1040.0,0,15
T6,PITPNA,chr17,129.0,4.867534450455582,22549,3742016.0,45074,0,1,0,1.0,58,1,52,2,0.0,217.0,0,15
T6,SERPINF2,chr17,83.0,4.430816798843313,11417,3551607.0,13202,0,1,0,0.73,24,2,21,0,0.0,359.0,0,15
T6,SERPINF1,chr17,139.0,4.941642422609304,9793,3530073.0,15648,1,0,7596,,27,1,26,0,0.0,614.0,0,15
T6,RTN4RL1,chr17,98.0,4.59511985013459,81424,3338349.0,90657,1,3,0,0.7767,150,4,133,2,0.0,78.0,0,15
T6,HIC1,chr17,145.0,4.983606621708336,6008,3234113.0,9087,1,1,0,0.78,27,2,25,0,0.0,375.0,0,15
T6,SRR,chr17,17.0,2.8903717578961645,124548,3103424.0,21877,0,1,0,1.0,23,2,19,0,0.0,162.0,0,15
T6,MNT,chr17,79.0,4.382026634673881,30926,2912043.0,17069,0,2,0,0.93,47,3,44,0,0.0,91.0,0,15
T6,METTL16,chr17,135.0,4.912654885736052,52382,2822750.0,106329,0,1,0,1.02,116,2,102,3,0.0,173.0,0,15
T6,PAFAH1B1,chr17,109.0,4.700480365792417,40644,2729720.0,92433,1,1,0,1.07,85,5,67,2,0.0,497.0,0,15
T6,TAX1BP3,chr17,8.0,2.1972245773362196,15932,1629512.0,5784,1,1,0,0.88,16,2,14,0,0.0,73.0,0,15
T6,HASPIN,chr17,139.0,4.941642422609304,13703,1572059.0,2796,1,1,0,0.97,6,1,5,0,0.0,73.0,0,15
T6,P2RX1,chr17,69.0,4.248495242049359,9256,1375015.0,19908,0,0,3191,,33,1,30,0,0.0,505.0,0,15
T6,ATP2A3,chr17,131.0,4.882801922586371,23726,1341494.0,40625,1,5,0,0.852,70,1,64,0,0.0,170.0,0,15
T6,CYB5D2,chr17,88.0,4.48863636973214,88625,1227716.0,44142,1,2,0,0.99,62,4,57,0,0.0,57.0,0,15
T6,ZZEF1,chr17,140.0,4.948759890378168,16,1138615.0,139183,1,2,0,0.91,144,3,120,3,0.0,65.0,0,15
T6,ANKFY1,chr17,214.0,5.3706380281276624,59259,1077523.0,100174,0,1,0,1.04,114,2,108,2,0.0,352.0,0,15
T6,SMTNL2,chr17,146.0,4.990432586778736,10521,708781.0,24320,1,4,0,0.7975,56,2,53,0,0.0,40.0,0,15
T6,ALOX15,chr17,92.0,4.532599493153256,26413,666378.0,11375,1,1,0,0.72,18,2,15,0,0.0,566.0,0,15
T6,ZMYND15,chr17,77.0,4.356708826689592,471,543622.0,7011,0,2,0,0.945,16,2,11,0,0.0,37.0,0,15
T6,CXCL16,chr17,17.0,2.8903717578961645,135,542460.0,6401,0,1,0,0.87,11,2,8,0,0.0,480.0,0,15
T6,MINK1,chr17,68.0,4.23410650459726,12832,461944.0,64918,1,1,0,0.96,115,3,102,2,0.0,203.0,0,15
T6,C17orf107,chr17,119.0,4.787491742782046,32872,415713.0,3516,1,1,0,0.69,11,1,10,0,0.0,30.0,0,15
T6,GP1BA,chr17,15.0,2.772588722239781,16127,366109.0,2746,1,0,4540,,6,2,3,0,0.0,454.0,0,15
T6,ZNF594,chr17,78.0,4.3694478524670215,31599,121990.0,12333,0,1,0,0.88,8,2,5,0,0.0,12.0,0,15
T6,RABEP1,chr17,106.0,4.672828834461906,23434,23434.0,104081,0,1,0,0.96,75,1,63,1,2.0,159.0,1,15
T6,RPAIN,chr17,66.0,4.204692619390966,67177,69780.0,13666,0,1,0,0.91,21,3,16,0,0.0,159.0,0,15
