gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,replication_timing
ENSG00000183831,ANKRD45,chr1,173608336,173669851,-1,1,0,0.74,38,2,19,2,0.0,63.0,0.0,62.753163492063486
ENSG00000232113,TEX50,chr1,173635338,173637130,1,0,32393,,1,0,0,0,0.0,12.0,0.0,62.56303333333333
ENSG00000076321,KLHL20,chr1,173714919,173786820,1,0,37330,,32,1,21,1,0.0,118.0,0.0,67.78464383561645
ENSG00000120334,CENPL,chr1,173799550,173824883,-1,1,0,0.97,12,4,3,1,0.0,72.0,0.0,69.59119615384614
ENSG00000117593,DARS2,chr1,173824540,173858808,1,1,0,0.97,22,2,16,0,0.0,168.0,0.0,70.10791714285713
ENSG00000185278,ZBTB37,chr1,173868082,173903547,1,1,0,0.71,21,2,16,0,0.0,47.0,0.0,71.1943054054054
ENSG00000117601,SERPINC1,chr1,173903519,173917543,-1,0,34740,,9,1,4,0,0.0,733.0,0.0,72.02744666666668
ENSG00000135870,RC3H1,chr1,173931084,174022357,-1,1,0,0.98,53,2,39,2,0.0,439.0,0.0,73.66168586956522
ENSG00000293562,,chr1,174022122,174022298,-1,1,0,0.98,2,2,0,0,0.0,15.0,0.0,73.7231
ENSG00000152061,RABGAP1L,chr1,174159410,174995308,1,1,0,0.93,594,11,415,39,0.0,130.0,0.0,52.357054121863804
ENSG00000203737,GPR52,chr1,174447964,174449545,1,0,288055,,5,1,4,0,0.0,67.0,0.0,53.0101
ENSG00000116161,CACYBP,chr1,174999163,175012027,1,1,0,1.0,21,5,16,0,0.0,171.0,0.0,50.614713333333334
ENSG00000120333,MRPS14,chr1,175010789,175023432,-1,1,0,0.83,17,2,14,0,0.0,54.0,0.0,50.76530000000001
ENSG00000120332,TNN,chr1,175067509,175148075,1,1,0,0.91,92,1,68,5,0.0,403.0,0.0,49.419190123456794
ENSG00000235750,KIAA0040,chr1,175156986,175193265,-1,1,0,0.81,54,1,52,0,0.0,51.0,0.0,46.4752
ENSG00000116147,TNR,chr1,175315194,175743595,-1,1,0,0.91,384,1,218,35,0.0,158.0,0.0,38.532363720930235
ENSG00000143207,COP1,chr1,175944828,176207510,-1,1,0,1.08,163,3,97,15,0.0,259.0,0.0,40.540854924242424
ENSG00000116183,PAPPA2,chr1,176463171,176845601,1,0,255496,,274,0,184,19,0.0,289.0,0.0,33.208547395833335
ENSG00000152092,ASTN1,chr1,176857302,177164973,-1,1,0,0.81,247,2,157,14,0.0,188.0,0.0,33.017163754045306
ENSG00000198797,BRINP2,chr1,177170890,177282422,1,2,0,0.885,94,1,64,6,0.0,112.0,0.0,25.611648214285715
ENSG00000120341,SEC16B,chr1,177923956,177984303,-1,0,53392,,73,1,61,0,0.0,92.0,0.0,26.267016393442624
ENSG00000075391,RASAL2,chr1,178093768,178484147,1,1,0,0.84,321,4,255,20,0.0,138.0,0.0,36.67295549872123
ENSG00000188585,CLEC20A,chr1,178479240,178499634,-1,1,0,0.77,23,1,11,4,0.0,5.0,0.0,42.4221
ENSG00000240021,TEX35,chr1,178513109,178548602,1,1,0,0.74,46,1,36,5,0.0,14.0,0.0,43.799945945945936
ENSG00000116191,RALGPS2,chr1,178725165,178921842,1,1,0,0.98,140,5,117,2,0.0,60.0,0.0,62.55050454545454
ENSG00000116194,ANGPTL1,chr1,178849535,178872204,-1,0,123522,,22,1,20,0,0.0,190.0,0.0,64.9947695652174
ENSG00000116199,FAM20B,chr1,179025804,179076567,1,1,0,0.92,67,2,57,0,0.0,123.0,0.0,65.66490192307691
ENSG00000186283,TOR3A,chr1,179081854,179098023,1,1,0,0.82,30,1,29,0,0.0,28.0,0.0,66.27871764705883
ENSG00000143322,ABL2,chr1,179099330,179229684,-1,1,0,1.03,131,4,107,4,0.0,424.0,0.0,67.73607424242424
ENSG00000057252,SOAT1,chr1,179293440,179358680,1,1,0,0.81,59,1,55,1,0.0,1304.0,0.0,62.39424328358209
ENSG00000162779,AXDND1,chr1,179365720,179554735,1,1,0,0.88,92,2,48,12,0.0,182.0,0.0,58.25187684210527
ENSG00000116218,NPHS2,chr1,179550494,179575952,-1,1,0,0.85,15,2,8,2,0.0,316.0,0.0,58.287177777777785
ENSG00000162782,TDRD5,chr1,179591613,179691272,1,1,0,0.74,38,2,10,5,0.0,183.0,0.0,61.32435600000001
ENSG00000143340,FAM163A,chr1,179743291,179817055,1,1,0,0.85,87,1,74,5,0.0,48.0,0.0,69.33727333333333
ENSG00000169905,TOR1AIP2,chr1,179839967,179883034,-1,2,0,0.97,46,4,37,0,0.0,34.0,0.0,73.26709772727274
ENSG00000143337,TOR1AIP1,chr1,179882042,179920077,1,1,0,0.9,24,3,16,1,0.0,98.0,0.0,73.61580769230768
ENSG00000293564,,chr1,179882316,179882393,1,1,0,0.9,1,1,0,0,0.0,5.0,0.0,73.6682
ENSG00000135837,CEP350,chr1,179954674,180114880,1,1,0,0.8,106,2,81,5,0.0,63.0,0.0,69.06811913580246
ENSG00000116260,QSOX1,chr1,180154869,180204030,1,1,0,1.08,87,1,76,5,0.0,240.0,0.0,68.48532799999998
ENSG00000121454,LHX4,chr1,180230188,180278984,1,1,0,0.81,93,1,73,3,0.0,93.0,0.0,69.11258
ENSG00000230124,ACBD6,chr1,180269653,180502954,-1,1,0,0.87,153,3,98,10,0.0,55.0,0.0,71.29218547008547
ENSG00000143324,XPR1,chr1,180632016,180890279,1,1,0,0.81,162,1,98,11,0.0,125.0,0.0,71.32102316602315
ENSG00000135835,KIAA1614,chr1,180912897,180951614,1,2,0,0.84,82,2,75,3,0.0,35.0,0.0,69.8760975
ENSG00000135823,STX6,chr1,180972712,181023121,-1,2,0,0.86,51,3,46,2,0.0,126.0,0.0,71.22955098039216
ENSG00000153029,MR1,chr1,181033374,181061938,1,0,10361,,35,2,29,2,0.0,325.0,0.0,71.81623333333333
ENSG00000162783,IER5,chr1,181088700,181092900,1,1,0,0.97,12,1,11,0,0.0,74.0,0.0,71.5607
ENSG00000198216,CACNA1E,chr1,181317690,181813262,1,6,0,0.8283,400,3,245,39,0.0,328.0,0.0,53.28405887096774
ENSG00000179930,ZNF648,chr1,182054570,182061712,-1,1,0,0.86,8,1,3,1,0.0,24.0,0.0,70.0098875
ENSG00000135821,GLUL,chr1,182378098,182392206,-1,1,0,0.85,33,4,29,0,0.0,594.0,0.0,81.95536666666665
ENSG00000203730,TEDDM1,chr1,182398117,182400667,-1,0,5689,,5,1,3,0,0.0,21.0,0.0,81.41242500000001
ENSG00000121446,RGSL1,chr1,182409192,182560599,1,0,16764,,86,0,33,9,0.0,30.0,0.0,74.79236862745098
ENSG00000135828,RNASEL,chr1,182573634,182589272,-1,0,14968,,14,1,11,1,0.0,226.0,0.0,67.22380625
ENSG00000143333,RGS16,chr1,182598623,182604394,-1,1,0,0.79,15,1,14,0,0.0,155.0,0.0,66.22736666666667
ENSG00000135824,RGS8,chr1,182641816,182684587,-1,0,26406,,60,3,50,1,0.0,68.0,0.0,63.900115909090914
ENSG00000135838,NPL,chr1,182789293,182831017,1,1,0,1.06,42,3,30,5,0.0,192.0,0.0,63.27570697674418
ENSG00000135829,DHX9,chr1,182839302,182887982,1,1,0,1.09,45,2,40,1,0.0,284.0,0.0,64.046526
ENSG00000157060,SHCBP1L,chr1,182899865,182953525,-1,1,0,0.81,33,3,15,4,0.0,138.0,0.0,61.85915818181819
ENSG00000135862,LAMC1,chr1,183023420,183145592,1,1,0,0.96,153,1,144,3,0.0,448.0,0.0,50.65486129032257
ENSG00000058085,LAMC2,chr1,183186057,183245127,1,0,161822,,85,1,83,1,0.0,855.0,0.0,47.11461833333333
ENSG00000157064,NMNAT2,chr1,183248237,183418380,-1,1,0,0.81,179,2,161,3,0.0,167.0,0.0,47.65553742690058
ENSG00000116698,SMG7,chr1,183471957,183598246,1,1,0,0.95,160,5,151,2,0.0,62.0,0.0,52.266130708661414
ENSG00000116701,NCF2,chr1,183554461,183593499,-1,0,41649,,70,2,68,0,0.0,387.0,0.0,53.46163750000001
ENSG00000162704,ARPC5,chr1,183620846,183635783,-1,1,0,0.88,24,2,21,0,0.0,91.0,0.0,54.82195
ENSG00000143344,RGL1,chr1,183636085,183928532,1,1,0,0.88,343,6,297,9,0.0,155.0,0.0,60.14032448979592
ENSG00000173627,APOBEC4,chr1,183646275,183653316,-1,0,10077,,11,1,10,0,0.0,26.0,0.0,55.196012499999995
ENSG00000198756,COLGALT2,chr1,183929854,184037729,-1,1,0,0.81,141,1,134,1,0.0,77.0,0.0,69.03562935779816
ENSG00000198860,TSEN15,chr1,184051651,184123978,1,1,0,1.0,50,1,36,3,0.0,55.0,0.0,65.54270273972602
ENSG00000116667,C1orf21,chr1,184386098,184629019,1,1,0,0.9,288,3,270,3,0.0,112.0,0.0,56.723633196721316
ENSG00000116406,EDEM3,chr1,184690237,184754907,-1,1,0,0.85,53,2,42,0,0.0,114.0,0.0,63.75877272727272
ENSG00000135842,NIBAN1,chr1,184790724,184974611,-1,1,0,0.87,202,1,193,1,0.0,104.0,0.0,64.1286772972973
ENSG00000121481,RNF2,chr1,185044865,185102603,1,1,0,0.99,49,2,33,0,0.0,164.0,0.0,64.2993474576271
ENSG00000121486,TRMT1L,chr1,185118085,185157072,-1,1,0,0.82,26,1,15,3,0.0,56.0,0.0,61.50344
ENSG00000116668,SWT1,chr1,185156103,185291983,1,1,0,0.82,104,3,67,8,0.0,41.0,0.0,58.15538540145985
ENSG00000116679,IVNS1ABP,chr1,185292931,185317780,-1,1,0,0.96,26,2,24,0,0.0,450.0,0.0,56.996788461538465
ENSG00000143341,HMCN1,chr1,185734391,186190949,1,0,184043,,347,1,275,14,0.0,186.0,0.0,32.97680174672489
ENSG00000116690,PRG4,chr1,186296270,186314567,1,0,60425,,18,0,18,0,0.0,264.0,0.0,33.720385
ENSG00000047410,TPR,chr1,186311652,186375693,-1,1,0,0.89,32,2,22,4,0.0,298.0,0.0,32.761563076923075
ENSG00000157181,ODR4,chr1,186375505,186421378,1,1,0,0.89,29,2,20,3,0.0,38.0,0.0,31.46345869565218
ENSG00000116703,PDC,chr1,186443566,186461114,-1,0,67850,,14,0,9,2,0.0,663.0,0.0,30.307322222222222
ENSG00000073756,PTGS2,chr1,186671791,186680922,-1,1,0,0.84,22,3,17,2,0.0,2245.0,0.0,24.62956
ENSG00000116711,PLA2G4A,chr1,186828949,186988986,1,0,148000,,152,1,129,5,0.0,734.0,0.0,26.810116770186333
ENSG00000162670,BRINP3,chr1,190097658,190478404,-1,0,2330098,,205,2,74,31,0.0,118.0,0.0,23.001959317585303
ENSG00000150681,RGS18,chr1,192158462,192185815,1,0,622687,,26,1,24,0,0.0,110.0,0.0,40.84317931034482
ENSG00000253148,RGS21,chr1,192316992,192367285,1,0,441217,,21,0,7,6,0.0,17.0,0.0,38.274543137254895
ENSG00000090104,RGS1,chr1,192575763,192580024,1,0,228478,,10,1,9,0,0.0,353.0,0.0,40.4452
ENSG00000127074,RGS13,chr1,192636061,192660311,1,0,148191,,21,1,19,0,0.0,231.0,0.0,43.2689
ENSG00000116741,RGS2,chr1,192809039,192812275,1,1,0,0.93,9,1,8,0,0.0,349.0,0.0,54.633875
ENSG00000116750,UCHL5,chr1,193012246,193060080,-1,1,0,0.84,28,3,20,1,0.0,117.0,0.0,64.5497530612245
ENSG00000116747,RO60,chr1,193059445,193091777,1,1,0,0.84,33,2,25,0,0.0,533.0,0.0,64.02520294117646
ENSG00000023572,GLRX2,chr1,193090866,193106114,-1,1,0,1.01,11,2,9,0,0.0,101.0,0.0,63.17420625
ENSG00000134371,CDC73,chr1,193115732,193264613,1,1,0,0.99,112,2,80,7,3.0,379.0,1.0,59.871418
ENSG00000162630,B3GALT2,chr1,193178730,193186613,-1,0,56636,,17,1,16,0,0.0,69.0,0.0,59.770833333333336
ENSG00000162687,KCNT2,chr1,196225779,196609225,-1,1,0,0.73,214,2,134,21,0.0,109.0,0.0,34.044916406249996
ENSG00000000971,CFH,chr1,196651754,196752476,1,0,42873,,47,1,31,2,0.0,828.0,0.0,33.393749504950485
ENSG00000289697,,chr1,196651852,196795393,1,0,42971,,58,2,36,2,0.0,0.0,0.0,33.30335347222222
ENSG00000116785,CFHR3,chr1,196774742,196797364,1,0,80664,,7,1,4,0,0.0,114.0,0.0,33.14011304347826
ENSG00000244414,CFHR1,chr1,196819314,196837159,1,0,40869,,1,0,0,0,0.0,189.0,0.0,33.36344736842104
ENSG00000134365,CFHR4,chr1,196888014,196920294,1,0,9726,,14,1,7,2,0.0,65.0,0.0,33.91140000000001
ENSG00000080910,CFHR2,chr1,196943731,196964115,1,0,65443,,8,0,1,1,0.0,72.0,0.0,34.98634761904761
ENSG00000134389,CFHR5,chr1,196975010,197009678,1,0,96722,,18,1,7,1,0.0,117.0,0.0,36.35711944444444
ENSG00000143278,F13B,chr1,197038737,197067260,-1,0,78888,,11,1,5,0,0.0,148.0,0.0,38.43918620689656
ENSG00000066279,ASPM,chr1,197084121,197146694,-1,1,0,0.88,64,3,51,0,0.0,839.0,0.0,39.410495312500004
ENSG00000177888,ZBTB41,chr1,197153682,197201449,-1,1,0,0.98,35,2,28,0,0.0,49.0,0.0,39.29956875
ENSG00000134376,CRB1,chr1,197268204,197478455,1,0,66615,,164,1,107,9,0.0,360.0,0.0,35.00440521327014
ENSG00000213047,DENND1B,chr1,197504748,197775706,-1,1,0,0.82,170,2,102,15,0.0,166.0,0.0,44.51806838235294
ENSG00000203724,C1orf53,chr1,197902449,197907368,1,1,0,1.04,12,1,6,0,0.0,36.0,0.0,45.84311666666667
ENSG00000143355,LHX9,chr1,197911902,197935478,1,4,0,0.8125,47,5,40,0,0.0,345.0,0.0,44.62497083333333
ENSG00000151414,NEK7,chr1,198156883,198322451,1,2,0,0.875,173,1,156,0,0.0,225.0,0.0,43.107346987951814
ENSG00000151418,ATP6V1G3,chr1,198523222,198540945,-1,0,363988,,24,1,23,0,0.0,74.0,0.0,46.326663157894735
ENSG00000081237,PTPRC,chr1,198629900,198759346,1,0,470666,,157,2,151,0,0.0,1661.0,0.0,39.628037692307686
ENSG00000116833,NR5A2,chr1,200027597,200177420,1,6,0,0.9083,176,2,145,8,0.0,402.0,0.0,37.034672666666665
ENSG00000162702,ZNF281,chr1,200404940,200410056,-1,1,0,0.89,10,2,7,0,0.0,117.0,0.0,56.632133333333336
ENSG00000118193,KIF14,chr1,200551497,200620771,-1,1,0,0.8,24,1,14,2,0.0,309.0,0.0,64.03761549295774
ENSG00000118197,DDX59,chr1,200623896,200670049,-1,1,0,0.9,54,2,47,0,0.0,88.0,0.0,66.16314680851065
ENSG00000118200,CAMSAP2,chr1,200738893,200860707,1,1,0,0.98,94,2,68,2,0.0,85.0,0.0,60.86070325203252
ENSG00000170128,GPR25,chr1,200872981,200874178,1,1,0,0.85,4,1,3,0,0.0,43.0,0.0,57.7744
ENSG00000163362,INAVA,chr1,200891003,200915742,1,2,0,0.75,51,2,48,0,0.0,134.0,0.0,57.51315769230769
ENSG00000116852,KIF21B,chr1,200969390,201023714,-1,2,0,0.89,95,2,85,1,0.0,119.0,0.0,59.09991964285714
ENSG00000081248,CACNA1S,chr1,201039512,201112451,-1,0,1879,,105,1,79,10,0.0,620.0,0.0,59.796994520547926
ENSG00000232237,ASCL5,chr1,201113943,201127184,-1,1,0,0.79,23,1,16,1,0.0,18.0,0.0,59.1829142857143
ENSG00000116857,TMEM9,chr1,201134772,201172330,-1,2,0,0.755,52,3,39,3,0.0,40.0,0.0,58.58396578947367
ENSG00000163395,IGFN1,chr1,201190824,201228952,1,1,0,0.62,49,1,18,9,0.0,48.0,0.0,58.65811538461539
ENSG00000081277,PKP1,chr1,201283452,201332993,1,1,0,0.75,77,1,76,0,0.0,145.0,0.0,62.98107450980391
ENSG00000118194,TNNT2,chr1,201359002,201379773,-1,0,19360,,51,2,49,0,0.0,673.0,0.0,66.08538636363636
ENSG00000159166,LAD1,chr1,201380833,201399915,-1,1,0,0.85,33,3,28,1,0.0,139.0,0.0,66.98858
ENSG00000159173,TNNI1,chr1,201403784,201429866,-1,0,3880,,45,2,43,0,0.0,84.0,0.0,68.12108148148148
ENSG00000174307,PHLDA3,chr1,201464278,201469237,-1,1,0,0.83,12,3,9,0,0.0,91.0,0.0,70.4797
ENSG00000159176,CSRP1,chr1,201483530,201513100,-1,1,0,0.88,62,3,55,0,0.0,137.0,0.0,72.07587
ENSG00000134369,NAV1,chr1,201538982,201826969,1,3,0,0.75,443,7,402,1,0.0,136.0,0.0,74.08684325259514
ENSG00000198700,IPO9,chr1,201829104,201884291,1,1,0,1.0,51,2,44,0,0.0,71.0,0.0,76.34859642857143
ENSG00000198892,SHISA4,chr1,201888679,201892587,1,1,0,0.74,10,1,7,0,0.0,56.0,0.0,76.84084
ENSG00000163431,LMOD1,chr1,201896456,201946551,-1,0,7278,,74,1,63,0,0.0,374.0,0.0,77.31555192307692
ENSG00000134375,TIMM17A,chr1,201955476,201970664,1,1,0,0.76,13,1,8,0,0.0,51.0,0.0,77.85356470588236
ENSG00000176393,RNPEP,chr1,201982372,202006147,1,1,0,0.85,30,1,26,0,0.0,145.0,0.0,77.880528
ENSG00000163435,ELF3,chr1,202007945,202017183,1,0,24494,,24,3,21,0,0.0,425.0,0.0,77.67604000000001
ENSG00000170075,GPR37L1,chr1,202122886,202133592,1,0,10431,,26,1,25,0,0.0,70.0,0.0,73.55556666666665
ENSG00000143862,ARL8A,chr1,202133404,202144743,-1,1,0,1.08,19,1,18,0,0.0,21.0,0.0,73.13364615384616
ENSG00000143851,PTPN7,chr1,202147012,202161588,-1,0,1997,,31,3,27,1,0.0,81.0,0.0,72.53066874999999
ENSG00000133067,LGR6,chr1,202193692,202319781,1,2,0,0.88,182,4,158,3,0.0,726.0,0.0,69.24269370078738
ENSG00000077152,UBE2T,chr1,202328714,202341984,-1,1,0,0.96,11,1,5,1,0.0,152.0,0.0,67.94722857142857
ENSG00000077157,PPP1R12B,chr1,202348666,202592706,1,1,0,0.95,266,4,247,3,0.0,87.0,0.0,67.84912938775508
ENSG00000143858,SYT2,chr1,202590596,202710526,-1,2,0,0.81,146,3,94,6,0.0,303.0,0.0,67.48977438016529
ENSG00000117139,KDM5B,chr1,202724495,202808487,-1,1,0,0.91,85,1,58,3,0.0,298.0,0.0,69.07038235294117
ENSG00000183155,RABIF,chr1,202878282,202889149,-1,1,0,0.9,11,1,7,0,0.0,22.0,0.0,74.13787500000001
ENSG00000117153,KLHL12,chr1,202891096,202928636,-1,1,0,0.88,18,1,16,1,0.0,46.0,0.0,74.49911794871792
ENSG00000159346,ADIPOR1,chr1,202940090,202958572,-1,1,0,0.81,18,1,16,0,0.0,419.0,0.0,73.94438499999998
ENSG00000159348,CYB5R1,chr1,202961118,202967277,-1,1,0,0.65,11,1,10,0,0.0,51.0,0.0,73.39681428571429
ENSG00000163444,TMEM183A,chr1,203007356,203024848,1,1,0,1.0,13,1,8,1,0.0,13.0,0.0,70.58434210526316
ENSG00000143847,PPFIA4,chr1,203026491,203078740,1,2,0,0.785,100,2,94,0,0.0,103.0,0.0,68.84275185185184
ENSG00000122180,MYOG,chr1,203083129,203086013,-1,0,6867,,9,0,9,0,0.0,346.0,0.0,67.814075
ENSG00000163485,ADORA1,chr1,203090654,203167407,1,1,0,0.78,116,6,107,1,0.0,425.0,0.0,67.88373636363636
ENSG00000133055,MYBPH,chr1,203167811,203175880,-1,0,39443,,22,1,21,0,0.0,73.0,0.0,68.75571111111111
ENSG00000133048,CHI3L1,chr1,203178931,203186796,-1,0,50563,,21,2,19,0,0.0,1035.0,0.0,69.10239999999999
ENSG00000133063,CHIT1,chr1,203212827,203273641,-1,1,0,0.62,65,2,54,1,0.0,402.0,0.0,70.79424838709676
ENSG00000159388,BTG2,chr1,203305491,203309602,1,1,0,0.84,15,2,13,0,0.0,331.0,0.0,70.88220000000001
ENSG00000122176,FMOD,chr1,203340623,203351758,-1,0,12822,,20,2,15,0,0.0,244.0,0.0,69.63998333333332
ENSG00000188783,PRELP,chr1,203475777,203491352,1,2,0,0.79,26,1,25,0,0.0,152.0,0.0,65.91444375
ENSG00000188770,OPTC,chr1,203494121,203508949,1,0,6190,,22,0,16,0,0.0,54.0,0.0,66.288
ENSG00000058668,ATP2B4,chr1,203626778,203744081,1,1,0,0.95,150,3,138,0,0.0,275.0,0.0,70.68601949152543
ENSG00000122188,LAX1,chr1,203765177,203778175,1,0,17265,,20,1,19,0,0.0,211.0,0.0,68.54348571428571
ENSG00000257315,ZBED6,chr1,203795623,203854124,1,1,0,0.76,48,1,36,2,0.0,164.0,0.0,66.1517254237288
ENSG00000058673,ZC3H11A,chr1,203795623,203854999,1,1,0,0.76,48,1,36,2,0.0,122.0,0.0,66.12866333333334
ENSG00000288644,,chr1,203802094,203802192,1,0,5929,,0,0,0,0,0.0,3.0,0.0,67.2182
ENSG00000182004,SNRPE,chr1,203861598,203871152,1,1,0,0.77,15,1,13,0,0.0,115.0,0.0,64.25685999999999
ENSG00000143842,SOX13,chr1,204073111,204127743,1,1,0,0.9,100,2,90,0,0.0,166.0,0.0,54.62210892857143
ENSG00000143845,ETNK2,chr1,204131062,204152044,-1,1,0,0.82,36,4,25,2,0.0,57.0,0.0,54.304659090909084
ENSG00000143839,REN,chr1,204154815,204190324,-1,0,146,,45,1,32,2,0.0,1496.0,0.0,55.05686111111111
ENSG00000170498,KISS1,chr1,204190341,204196491,-1,1,0,0.74,14,2,12,0,0.0,649.0,0.0,55.89001428571429
ENSG00000174567,GOLT1A,chr1,204198158,204214121,-1,0,7453,,24,1,21,2,0.0,100.0,0.0,56.57282352941177
ENSG00000143850,PLEKHA6,chr1,204218851,204378214,-1,2,0,0.67,262,7,226,6,0.0,51.0,0.0,62.251588749999996
ENSG00000158615,PPP1R15B,chr1,204396492,204411887,-1,1,0,0.94,34,2,30,0,0.0,149.0,0.0,67.67656470588234
ENSG00000133056,PIK3C2B,chr1,204422628,204494805,-1,1,0,0.79,130,1,128,0,0.0,122.0,0.0,68.57933698630137
ENSG00000198625,MDM4,chr1,204516369,204558120,1,1,0,0.83,45,3,40,0,0.0,577.0,0.0,67.15842790697675
ENSG00000170382,LRRN2,chr1,204617170,204685738,-1,1,0,0.91,102,4,83,0,0.0,77.0,0.0,62.774418571428576
ENSG00000163531,NFASC,chr1,204828651,205022822,1,1,0,0.71,264,3,248,2,0.0,530.0,0.0,64.76803979591837
ENSG00000184144,CNTN2,chr1,205042937,205078289,1,1,0,0.79,70,1,67,0,0.0,276.0,0.0,68.73287777777777
ENSG00000174529,TMEM81,chr1,205083129,205084460,-1,0,13104,,0,0,0,0,0.0,21.0,0.0,69.71605
ENSG00000117222,RBBP5,chr1,205086142,205122015,-1,0,16117,,19,2,13,0,0.0,79.0,0.0,70.70481081081081
ENSG00000133059,DSTYK,chr1,205142505,205211709,-1,1,0,0.86,80,1,70,0,0.0,102.0,0.0,73.30279714285714
ENSG00000133069,TMCC2,chr1,205227912,205285632,1,4,0,0.805,116,7,108,0,0.0,351.0,0.0,71.77265423728815
ENSG00000163545,NUAK2,chr1,205302063,205321745,-1,1,0,0.9,37,1,36,0,0.0,160.0,0.0,68.59588571428571
ENSG00000162873,KLHDC8A,chr1,205336061,205357324,-1,1,0,0.84,40,2,37,0,0.0,38.0,0.0,66.60089090909092
ENSG00000186007,LEMD1,chr1,205381378,205455954,-1,2,0,0.965,102,5,84,3,0.0,52.0,0.0,63.881043421052624
ENSG00000281406,BLACAT1,chr1,205434885,205457390,-1,1,0,1.02,56,4,52,0,0.0,63.0,0.0,63.331791304347824
ENSG00000117266,CDK18,chr1,205504561,205532976,1,2,0,0.86,61,1,59,0,0.0,79.0,0.0,64.4418551724138
ENSG00000174514,MFSD4A,chr1,205568833,205602918,1,2,0,0.85,70,2,66,0,0.0,58.0,0.0,67.40238857142857
ENSG00000158711,ELK4,chr1,205597556,205634520,-1,1,0,1.18,47,2,43,0,2.0,244.0,1.0,68.2896815789474
ENSG00000158715,SLC45A3,chr1,205657851,205680990,-1,2,0,0.785,51,1,50,0,0.0,137.0,0.0,68.17582916666667
ENSG00000069275,NUCKS1,chr1,205712822,205750270,-1,1,0,0.78,45,1,34,0,0.0,229.0,0.0,67.63398684210527
ENSG00000117280,RAB29,chr1,205767986,205775482,-1,1,0,0.8,13,2,11,0,0.0,66.0,0.0,68.70126250000001
ENSG00000133065,SLC41A1,chr1,205789091,205813755,-1,1,0,0.74,34,1,33,0,0.0,71.0,0.0,69.39196923076922
ENSG00000162877,PM20D1,chr1,205828025,205850132,-1,1,0,0.81,20,1,14,1,0.0,106.0,0.0,67.12510434782608
ENSG00000174502,SLC26A9,chr1,205913048,205943460,-1,0,62985,,56,2,53,0,0.0,174.0,0.0,37.082648387096775
ENSG00000276600,RAB7B,chr1,205976740,206003461,-1,0,113841,,48,2,37,2,0.0,237.0,0.0,18.482537037037034
ENSG00000196188,CTSE,chr1,206008535,206023909,-1,0,93393,,18,1,15,0,0.0,280.0,0.0,19.226693750000003
ENSG00000263961,RHEX,chr1,206053173,206102449,1,0,14853,,76,3,66,0,0.0,31.0,0.0,40.116935999999995
ENSG00000198049,AVPR1B,chr1,206106936,206117699,-1,1,0,0.72,21,2,15,2,0.0,156.0,0.0,55.34121666666667
ENSG00000196550,FAM72A,chr1,206186179,206204414,-1,1,0,0.77,4,0,3,0,0.0,166.0,0.0,74.74355263157896
ENSG00000266028,SRGAP2,chr1,206203346,206464436,1,1,0,0.77,144,1,105,4,0.0,65.0,0.0,44.017826717557256
ENSG00000263528,IKBKE,chr1,206470332,206496891,1,0,10012,,44,3,37,1,0.0,295.0,0.0,42.578310714285706
ENSG00000266094,RASSF5,chr1,206507531,206589448,1,2,0,0.88,143,3,134,1,0.0,301.0,0.0,68.17770975609757
ENSG00000143486,EIF2D,chr1,206571292,206612514,-1,1,0,0.81,60,1,56,0,0.0,82.0,0.0,75.70787674418605
ENSG00000143479,DYRK3,chr1,206635536,206684419,1,1,0,0.88,66,2,59,0,0.0,124.0,0.0,74.25043265306122
ENSG00000162889,MAPKAPK2,chr1,206684886,206734284,1,1,0,0.93,101,2,96,0,0.0,307.0,0.0,74.084868
ENSG00000136634,IL10,chr1,206767602,206774541,-1,0,81296,,13,3,10,0,0.0,2396.0,0.0,76.97151249999999
ENSG00000142224,IL19,chr1,206770764,206842981,1,0,66367,,96,4,79,1,0.0,292.0,0.0,78.19181506849316
ENSG00000162891,IL20,chr1,206865623,206869223,1,0,40125,,4,1,3,0,0.0,258.0,0.0,78.2448
ENSG00000162892,IL24,chr1,206897443,206904139,1,0,5209,,14,1,12,0,0.0,352.0,0.0,76.9413125
ENSG00000162894,FCMR,chr1,206903317,206923247,-1,1,0,1.0,43,3,39,0,0.0,280.0,0.0,76.3136761904762
ENSG00000162896,PIGR,chr1,206928522,206949367,-1,0,18665,,36,1,34,0,0.0,455.0,0.0,74.9370761904762
ENSG00000162897,FCAMR,chr1,206957965,206970625,-1,0,48108,,18,1,15,0,0.0,88.0,0.0,73.64701428571428
ENSG00000182795,C1orf116,chr1,207018522,207032821,-1,0,17923,,33,1,32,0,0.0,60.0,0.0,71.80590000000001
ENSG00000123836,PFKFB2,chr1,207034366,207081243,1,2,0,0.87,76,2,65,0,0.0,187.0,0.0,71.87953541666667
ENSG00000180667,YOD1,chr1,207043849,207052980,-1,2,0,0.87,18,1,14,0,0.0,200.0,0.0,71.75372
ENSG00000123843,C4BPB,chr1,207088802,207100001,1,0,35305,,13,2,8,0,0.0,159.0,0.0,72.55356666666667
