patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,chrom_int
T4,PSME4,chr2,20.0,0.0,0,3.044522437723423,0.22464090034058937,948,6065481.0,106971,1,1,0,1.0,68,1,63,0,0.0,290.0,0,13,49.0,2.0,215.0,0.0,1
T4,RPS27A,chr2,75.0,0.0,0,4.330733340286331,0.778764993336295,26775,5351795.0,6597,1,0,5652,,14,4,8,0,0.0,984.0,0,13,53.0,2.0,316.0,0.0,1
T4,MTIF2,chr2,8.0,0.0,0,2.1972245773362196,0.02236043240041463,14315,5298519.0,34033,1,1,0,0.91,18,1,12,2,0.0,53.0,0,13,54.0,2.0,323.0,0.0,1
T4,PPP4R3B,chr2,135.0,0.0,0,4.912654885736052,0.983414778616911,49436,4985023.0,71588,1,1,0,1.03,63,2,48,2,0.0,87.0,0,13,58.0,2.0,640.0,0.0,1
T4,TMEM17,chr2,82.0,0.0,0,4.418840607796598,0.8247445579742336,158142,814999.0,11676,0,1,0,0.89,13,2,10,0,0.0,74.0,0,13,51.0,2.0,226.0,0.0,1
T4,PLEK,chr2,43.0,0.0,0,3.784189633918261,0.4897082778024582,3260,6829789.0,32171,0,0,45303,,50,1,47,0,0.0,289.0,0,13,48.0,2.0,210.0,0.0,1
T4,GKN1,chr2,133.0,0.0,0,4.897839799950911,0.9804531319413594,8286,7427534.0,6407,1,0,31971,,8,0,2,1,0.0,105.0,0,13,48.0,1.0,288.0,0.0,1
T4,ZNF638,chr2,39.0,0.0,0,3.6888794541139363,0.44639419517251594,26164,9763948.0,160646,0,2,0,0.96,106,2,80,4,0.0,81.0,0,13,36.0,2.0,80.0,0.0,1
T4,NOTO,chr2,9.0,0.0,0,2.302585092994046,0.03961202428550274,3759,11667580.0,9939,1,1,0,0.8,13,1,4,0,0.0,11.0,0,13,5.0,1.0,5.0,0.0,1
T4,VAMP5,chr2,29.0,0.0,0,3.4011973816621555,0.3333333333333333,1624,23136630.0,8975,0,1,0,0.86,17,1,15,0,0.0,122.0,0,13,19.0,2.0,31.0,0.0,1
T4,RGPD1,chr2,15.0,0.0,0,2.772588722239781,0.14541685176958388,4888,21800766.0,100193,1,3,0,0.91,5,2,1,0,0.0,73.0,0,13,32.0,1.0,45.0,0.0,1
T4,FABP1,chr2,62.0,0.0,0,4.143134726391533,0.676810306530431,29964,20621286.0,5133,0,0,42057,,11,1,8,0,0.0,408.0,0,13,7.0,1.0,9.0,0.0,1
T4,GPAT2,chr2,40.0,0.0,0,3.713572066704308,0.4577965348733896,7740,12672246.0,17505,1,1,0,0.71,9,0,9,0,0.0,184.0,0,13,28.0,2.0,41.0,0.0,1
T4,MRPL30,chr2,137.0,0.0,0,4.927253685157205,0.9858581371242411,19201,9519125.0,18450,0,1,0,0.85,15,1,8,1,0.0,18.0,0,13,16.0,2.0,21.0,0.0,1
T4,RGPD6,chr2,31.0,0.0,0,3.4657359027997265,0.3576188360728565,53802,1837601.0,97038,1,2,0,1.005,6,2,2,0,0.0,83.0,0,13,25.0,2.0,34.0,0.0,1
T4,BCL2L11,chr2,9.0,0.0,0,2.302585092994046,0.03961202428550274,192736,2207205.0,49066,1,1,0,0.92,72,1,68,1,0.0,842.0,0,13,31.0,1.0,47.0,0.0,1
T4,ZC3H8,chr2,22.0,0.0,0,3.1354942159291497,0.24959277358211165,56862,1080632.0,43622,1,1,0,0.9,28,2,16,2,0.0,62.0,0,13,12.0,2.0,24.0,0.0,1
T4,PSD4,chr2,8.0,0.0,0,2.1972245773362196,0.02236043240041463,26319,147915.0,52071,0,2,0,0.94,99,2,92,0,0.0,63.0,0,13,17.0,2.0,21.0,0.0,1
T4,EPB41L5,chr2,49.0,0.0,0,3.912023005428146,0.5530875166592626,43580,6777725.0,166053,1,1,0,0.99,122,2,87,8,0.0,88.0,0,13,52.0,2.0,211.0,0.0,1
T4,EPC2,chr2,111.0,0.0,0,4.718498871295094,0.9406930253220791,268498,531564.0,144169,1,1,0,1.05,110,2,76,5,0.0,101.0,0,13,57.0,2.0,739.0,0.0,1
T4,GAD1,chr2,11.0,0.0,0,2.4849066497880004,0.07492966089145565,18484,6598027.0,47938,0,5,0,0.782,59,6,48,1,0.0,781.0,0,13,51.0,1.0,381.0,0.0,1
T4,SLC25A12,chr2,12.0,0.0,0,2.5649493574615367,0.09381015844809715,38321,5431218.0,218459,0,2,0,1.0,167,3,119,4,0.0,157.0,0,13,55.0,2.0,342.0,0.0,1
T4,PDK1,chr2,22.0,0.0,0,3.1354942159291497,0.24959277358211165,155791,4993174.0,53296,1,1,0,0.95,51,2,46,0,0.0,448.0,0,13,54.0,2.0,471.0,0.0,1
T4,HNRNPA3,chr2,25.0,0.0,0,3.258096538021482,0.28868650969939286,414255,594424.0,13519,1,1,0,1.11,27,2,22,0,0.0,89.0,0,13,57.0,2.0,846.0,0.0,1
T4,UBE2E3,chr2,56.0,0.0,0,4.04305126783455,0.6216496371982823,269443,3305049.0,109337,0,1,0,0.94,105,5,76,8,0.0,217.0,0,13,57.0,2.0,506.0,0.0,1
T4,ZSWIM2,chr2,44.0,0.0,0,3.8066624897703196,0.5002221235006664,72167,9384285.0,21733,1,1,0,0.9,16,1,13,1,0.0,38.0,0,13,53.0,2.0,405.0,0.0,1
T4,KIAA2012,chr2,144.0,0.0,0,4.976733742420574,0.9917073893084555,19238,820574.0,131933,0,1,0,0.94,134,3,97,9,0.0,39.0,0,13,50.0,2.0,173.0,0.0,1
T4,NOP58,chr2,95.0,0.0,0,4.564348191467836,0.8931585961794758,12981,1019301.0,37941,1,1,0,0.99,48,3,42,0,0.0,57.0,0,13,54.0,2.0,395.0,0.0,1
T4,BMPR2,chr2,105.0,0.0,0,4.663439094112067,0.9242558862727677,48314,1094570.0,191424,0,1,0,0.8,127,5,88,6,0.0,472.0,0,13,36.0,2.0,95.0,0.0,1
T4,MAP2,chr2,118.0,0.0,0,4.77912349311153,0.9583888642084999,483806,3598659.0,310247,0,1,0,0.86,222,4,192,5,0.0,508.0,0,13,58.0,2.0,640.0,0.0,1
T4,ERBB4,chr2,16.0,0.0,0,2.833213344056216,0.1642973493262254,263071,263071.0,1163124,1,1,0,0.78,641,2,367,65,3.0,741.0,1,13,54.0,2.0,219.0,0.0,1
T4,ASIC4,chr2,61.0,0.0,0,4.127134385045092,0.6675551606693322,4259,2789087.0,24602,0,1,0,0.68,48,2,42,1,0.0,38.0,0,13,14.0,1.0,16.0,0.0,1
T4,INHA,chr2,80.0,0.0,0,4.394449154672439,0.8124537242706945,176,2729660.0,6549,1,1,0,0.98,19,3,14,0,0.0,355.0,0,13,7.0,2.0,7.0,0.0,1
T4,SCYGR4,chr2,61.0,0.0,0,4.127134385045092,0.6675551606693322,1621,5320121.0,317,1,0,99954,,1,0,0,0,0.0,3.0,0,13,28.0,2.0,46.0,0.0,1
T4,NMUR1,chr2,55.0,0.0,0,4.02535169073515,0.6122464090034059,15171,5052418.0,7258,0,1,0,0.9,16,1,15,0,0.0,685.0,0,13,14.0,2.0,24.0,0.0,1
T4,EIF4E2,chr2,10.0,0.0,0,2.3978952727983707,0.05656745150303569,10958,4006075.0,32985,0,1,0,0.84,34,1,30,0,0.0,71.0,0,13,22.0,2.0,43.0,0.0,1
T4,UGT1A8,chr2,92.0,0.0,0,4.532599493153256,0.8819043388123797,24424,2974483.0,155667,1,2,0,0.84,134,14,92,5,0.0,116.0,0,13,49.0,1.0,437.0,0.0,1
T4,ASB1,chr2,17.0,0.0,0,2.8903717578961645,0.1808085295424256,117578,1976628.0,25508,0,2,0,0.84,38,2,35,0,0.0,89.0,0,13,48.0,1.0,289.0,0.0,1
T4,BOK,chr2,37.0,0.0,0,3.6375861597263857,0.42425588627276767,11749,4971859.0,23268,0,1,0,0.93,52,2,46,0,0.0,143.0,0,13,43.0,2.0,114.0,0.0,1
T4,TMC2,chr20,20.0,0.0,0,3.044522437723423,0.22464090034058937,47775,34760325.0,107007,1,1,0,0.72,81,1,52,9,0.0,31.0,0,13,22.0,2.0,31.0,0.0,19
T4,DDRGK1,chr20,46.0,0.0,0,3.8501476017100584,0.5216940618984155,13241,34153214.0,15966,0,1,0,0.82,31,1,26,0,0.0,96.0,0,13,22.0,2.0,31.0,0.0,19
T4,HSPA12B,chr20,32.0,0.0,0,3.4965075614664802,0.36998371094328447,2756,33617181.0,23305,1,4,0,0.8775,52,1,41,1,0.0,72.0,0,13,15.0,1.0,20.0,0.0,19
T4,CDC25B,chr20,39.0,0.0,0,3.6888794541139363,0.44639419517251594,1661,33556240.0,19958,1,3,0,0.9133,42,2,38,0,0.0,226.0,0,13,13.0,1.0,18.0,0.0,19
T4,BMP2,chr20,63.0,0.0,0,4.1588830833596715,0.6864356582259736,209849,30786836.0,12565,1,2,0,1.0,19,1,15,0,0.0,744.0,0,13,55.0,2.0,473.0,0.0,19
T4,MKKS,chr20,16.0,0.0,0,2.833213344056216,0.1642973493262254,71362,26981813.0,33213,0,1,0,0.89,33,3,26,1,0.0,161.0,0,13,45.0,2.0,148.0,0.0,19
T4,BTBD3,chr20,44.0,0.0,0,3.8066624897703196,0.5002221235006664,600708,26054658.0,35886,1,1,0,0.98,43,4,38,0,0.0,82.0,0,13,58.0,2.0,838.0,0.0,19
T4,KAT14,chr20,22.0,0.0,0,3.1354942159291497,0.24959277358211165,16078,19223523.0,51159,1,1,0,0.9,43,5,26,1,0.0,110.0,0,13,31.0,2.0,57.0,0.0,19
T4,CD93,chr20,9.0,0.0,0,2.302585092994046,0.03961202428550274,10311,14248038.0,21185,0,0,13558,,39,1,32,0,0.0,222.0,0,13,36.0,2.0,85.0,0.0,19
T4,DEFB123,chr20,52.0,0.0,0,3.970291913552122,0.5822597364134459,11044,5915085.0,9625,1,0,24989,,9,1,8,0,0.0,4.0,0,13,41.0,2.0,90.0,0.0,19
T4,KIF3B,chr20,75.0,0.0,0,4.330733340286331,0.778764993336295,31802,5098824.0,57360,1,1,0,0.72,89,1,67,3,0.0,102.0,0,13,31.0,2.0,44.0,0.0,19
T4,NOL4L,chr20,12.0,0.0,0,2.5649493574615367,0.09381015844809715,61059,4820399.0,142274,0,4,0,0.925,312,10,282,0,0.0,56.0,0,13,50.0,2.0,211.0,0.0,19
T4,BPIFA1,chr20,78.0,0.0,0,4.3694478524670215,0.7994224788982675,5896,4114574.0,7316,0,0,158027,,6,0,0,0,0.0,213.0,0,13,28.0,1.0,59.0,0.0,19
T4,BPIFB1,chr20,51.0,0.0,0,3.9512437185814275,0.5715237672145713,17004,4088197.0,36900,1,0,90958,,49,0,21,5,0.0,172.0,0,13,47.0,1.0,185.0,0.0,19
T4,CDK5RAP1,chr20,75.0,0.0,0,4.330733340286331,0.778764993336295,63087,4006199.0,43124,0,1,0,0.98,34,1,28,1,0.0,63.0,0,13,56.0,2.0,996.0,0.0,19
T4,C20orf144,chr20,70.0,0.0,0,4.2626798770413155,0.7399674218865689,60415,3742761.0,3292,1,1,0,0.89,9,1,7,0,0.0,10.0,0,13,58.0,2.0,989.0,0.0,19
T4,EIF2S2,chr20,10.0,0.0,0,2.3978952727983707,0.05656745150303569,55132,3287526.0,23970,1,1,0,0.91,36,1,29,0,0.0,349.0,0,13,46.0,2.0,148.0,0.0,19
T4,MAP1LC3A,chr20,39.0,0.0,0,3.6888794541139363,0.44639419517251594,12062,2809897.0,13519,0,2,0,0.84,19,2,16,0,0.0,745.0,0,13,27.0,2.0,58.0,0.0,19
T4,TRPC4AP,chr20,64.0,0.0,0,4.174387269895637,0.6952465570857397,1107,2250698.0,97659,1,2,0,0.835,116,1,109,1,0.0,100.0,0,13,32.0,2.0,162.0,0.0,19
T4,C20orf173,chr20,96.0,0.0,0,4.574710978503383,0.8967866133570265,26650,1841671.0,6466,0,0,12136,,11,0,2,2,0.0,5.0,0,13,25.0,2.0,37.0,0.0,19
T4,ROMO1,chr20,86.0,0.0,0,4.465908118654584,0.850362801717755,11660,1657079.0,1730,1,1,0,0.88,5,1,4,0,0.0,117.0,0,13,43.0,2.0,122.0,0.0,19
T4,PHF20,chr20,21.0,0.0,0,3.091042453358316,0.2373759810454613,21366,1551339.0,178417,1,1,0,1.17,167,3,144,2,0.0,111.0,0,13,51.0,2.0,247.0,0.0,19
T4,RAB5IF,chr20,140.0,0.0,0,4.948759890378168,0.9887457426329039,12927,725967.0,6778,1,1,0,0.98,13,1,11,0,0.0,41.0,0,13,19.0,2.0,23.0,0.0,19
T4,RBL1,chr20,27.0,0.0,0,3.332204510175204,0.3109729009329187,69797,318471.0,99650,0,1,0,0.77,82,2,62,1,0.0,211.0,0,13,52.0,2.0,252.0,0.0,19
T4,ADA,chr20,18.0,0.0,0,2.9444389791664403,0.19524655708573968,60153,1402129.0,67356,1,1,0,1.06,118,3,113,0,0.0,1050.0,0,13,30.0,2.0,52.0,0.0,19
T4,MATN4,chr20,17.0,0.0,0,2.8903717578961645,0.1808085295424256,942,2123441.0,19024,1,5,0,0.88,35,3,22,2,0.0,44.0,0,13,49.0,2.0,116.0,0.0,19
T4,PCIF1,chr20,16.0,0.0,0,2.833213344056216,0.1642973493262254,10296,2734412.0,13345,1,2,0,0.89,26,2,21,1,0.0,93.0,0,13,53.0,2.0,252.0,0.0,19
T4,SLC12A5,chr20,118.0,0.0,0,4.77912349311153,0.9583888642084999,12782,2844502.0,38460,1,5,0,0.792,52,3,34,0,0.0,318.0,0,13,18.0,2.0,41.0,0.0,19
T4,DDX27,chr20,9.0,0.0,0,2.302585092994046,0.03961202428550274,12875,2570299.0,24730,1,1,0,1.08,24,1,20,0,0.0,69.0,0,13,10.0,2.0,14.0,0.0,19
T4,UBE2V1,chr20,12.0,0.0,0,2.5649493574615367,0.09381015844809715,64071,1750633.0,34837,1,1,0,0.9,63,2,56,0,0.0,267.0,0,13,43.0,2.0,151.0,0.0,19
T4,TAF4,chr20,48.0,0.0,0,3.8918202981106265,0.543758329631275,271483,1742978.0,112412,1,11,0,0.83,200,3,151,10,0.0,78.0,0,13,54.0,2.0,360.0,0.0,19
T4,MTG2,chr20,93.0,0.0,0,4.543294782270004,0.8864948911594847,17078,1371429.0,20543,0,2,0,0.84,40,1,31,2,0.0,42.0,0,13,32.0,2.0,66.0,0.0,19
T4,CHAF1B,chr21,10.0,0.0,0,2.3978952727983707,0.05656745150303569,20143,360544.0,33661,0,1,0,0.83,33,3,22,1,0.0,148.0,0,13,45.0,2.0,154.0,0.0,20
T4,SIM2,chr21,16.0,0.0,0,2.833213344056216,0.1642973493262254,33834,660614.0,50802,1,4,0,0.825,94,2,75,2,0.0,130.0,0,13,46.0,2.0,156.0,0.0,20
T4,HSF2BP,chr21,154.0,0.0,0,5.043425116919247,0.9954834888197838,42975,508924.0,130318,1,2,0,1.04,109,3,93,1,0.0,230.0,0,13,47.0,2.0,217.0,0.0,20
T4,PCBP3,chr21,24.0,0.0,0,3.2188758248682006,0.2763216348289649,34996,2501093.0,298760,1,7,0,0.9371,401,4,302,21,,,0,13,55.0,2.0,822.0,0.0,20
T4,COL6A1,chr21,9.0,0.0,0,2.302585092994046,0.03961202428550274,168709,2705441.0,23295,1,6,0,0.745,64,1,62,0,0.0,564.0,0,13,46.0,2.0,119.0,0.0,20
T4,FAM246B,chr22,25.0,0.0,0,3.258096538021482,0.28868650969939286,10663,668453.0,698,1,1,0,1.02,0,0,0,0,0.0,0.0,0,13,19.0,1.0,29.0,0.0,21
T4,DGCR2,chr22,89.0,0.0,0,4.499809670330265,0.8665037760995113,41529,210842.0,86181,1,1,0,0.87,158,2,130,2,0.0,89.0,0,13,54.0,2.0,300.0,0.0,21
T4,CLDN5,chr22,63.0,0.0,0,4.1588830833596715,0.6864356582259736,3085,232686.0,4521,0,1,0,0.89,13,3,10,0,0.0,435.0,0,13,43.0,2.0,129.0,0.0,21
T4,GNB1L,chr22,55.0,0.0,0,4.02535169073515,0.6122464090034059,302,563467.0,71716,0,2,0,0.875,164,1,144,4,0.0,108.0,0,13,30.0,2.0,61.0,0.0,21
T4,SMARCB1,chr22,8.0,0.0,0,2.1972245773362196,0.02236043240041463,6126,6126.0,51078,0,0,295,,104,1,99,0,5.0,646.0,1,13,27.0,2.0,66.0,0.0,21
T4,HORMAD2,chr22,75.0,0.0,0,4.330733340286331,0.778764993336295,77096,399822.0,96611,0,1,0,0.81,73,3,52,3,0.0,236.0,0,13,52.0,2.0,385.0,0.0,21
T4,CASTOR1,chr22,30.0,0.0,0,3.4339872044851463,0.34592033170442765,8882,677266.0,4580,1,1,0,0.92,12,2,10,0,0.0,38.0,0,13,50.0,1.0,358.0,0.0,21
T4,TUG1,chr22,12.0,0.0,0,2.5649493574615367,0.09381015844809715,5556,1371255.0,10150,0,1,0,1.0,7,1,5,0,0.0,343.0,0,13,19.0,2.0,25.0,0.0,21
T4,PATZ1,chr22,133.0,0.0,0,4.897839799950911,0.9804531319413594,22899,1720160.0,20801,1,1,0,0.95,36,3,31,0,0.0,411.0,0,13,55.0,2.0,265.0,0.0,21
T4,PRR14L,chr22,68.0,0.0,0,4.23410650459726,0.7262698060121427,42960,2103701.0,73951,0,1,0,0.87,65,1,55,0,0.0,38.0,0,13,31.0,2.0,80.0,0.0,21
T4,RFPL3,chr22,105.0,0.0,0,4.663439094112067,0.9242558862727677,7254,2744085.0,6276,1,0,50677,,7,0,5,0,0.0,35.0,0,13,27.0,2.0,45.0,0.0,21
T4,FBXO7,chr22,10.0,0.0,0,2.3978952727983707,0.05656745150303569,18697,2889827.0,24155,0,1,0,0.94,32,3,27,0,0.0,462.0,0,13,25.0,2.0,47.0,0.0,21
T4,RBFOX2,chr22,15.0,0.0,0,2.772588722239781,0.14541685176958388,120516,3074039.0,290088,1,1,0,1.02,338,4,321,1,0.0,182.0,0,13,52.0,2.0,273.0,0.0,21
T4,MFNG,chr22,27.0,0.0,0,3.332204510175204,0.3109729009329187,14433,1510378.0,17339,0,0,29570,,37,1,36,0,0.0,115.0,0,13,13.0,2.0,17.0,0.0,21
T4,POLR2F,chr22,113.0,0.0,0,4.736198448394496,0.9455797423367392,22881,1052621.0,89308,0,3,0,0.8333,160,7,149,0,0.0,81.0,0,13,34.0,2.0,59.0,0.0,21
T4,MAFF,chr22,19.0,0.0,0,2.995732273553991,0.2102028727972753,44845,826425.0,15744,1,2,0,1.05,38,4,34,0,0.0,157.0,0,13,40.0,2.0,147.0,0.0,21
T4,CSNK1E,chr22,14.0,0.0,0,2.70805020110221,0.12823930105138456,23004,685307.0,29353,1,1,0,0.86,67,3,63,0,0.0,146.0,0,13,49.0,2.0,219.0,0.0,21
T4,SYNGR1,chr22,62.0,0.0,0,4.143134726391533,0.676810306530431,4988,362574.0,35679,1,3,0,0.85,63,3,59,1,0.0,95.0,0,13,16.0,2.0,26.0,0.0,21
T4,ENTHD1,chr22,84.0,0.0,0,4.442651256490317,0.8375536798459944,160524,750993.0,150820,0,0,56494,,100,2,54,6,0.0,25.0,0,13,57.0,2.0,622.0,0.0,21
T4,GRAP2,chr22,11.0,0.0,0,2.4849066497880004,0.07492966089145565,635,918102.0,72637,0,0,20759,,128,2,125,0,0.0,1067.0,0,13,46.0,2.0,176.0,0.0,21
T4,SLC25A17,chr22,62.0,0.0,0,4.143134726391533,0.676810306530431,68480,340895.0,49771,1,2,0,0.83,46,2,40,2,0.0,119.0,0,13,54.0,2.0,522.0,0.0,21
T4,ST13,chr22,39.0,0.0,0,3.6888794541139363,0.44639419517251594,16221,251347.0,32155,0,1,0,0.79,27,1,25,0,0.0,284.0,0,13,56.0,2.0,434.0,0.0,21
T4,ZC3H7B,chr22,70.0,0.0,0,4.2626798770413155,0.7399674218865689,4370,205271.0,58698,1,2,0,0.85,81,1,76,0,0.0,111.0,0,13,55.0,2.0,334.0,0.0,21
T4,CSDC2,chr22,97.0,0.0,0,4.584967478670572,0.9005627128683548,7536,461506.0,16883,1,0,11780,,31,1,28,0,0.0,60.0,0,13,51.0,1.0,384.0,0.0,21
T4,SNU13,chr22,74.0,0.0,0,4.31748811353631,0.7711387531467496,32859,565829.0,16571,1,2,0,0.945,22,5,15,0,0.0,65.0,0,13,38.0,2.0,92.0,0.0,21
T4,NFAM1,chr22,16.0,0.0,0,2.833213344056216,0.1642973493262254,20197,1320390.0,51996,1,0,11165,,79,1,71,0,0.0,71.0,0,13,50.0,2.0,316.0,0.0,21
T4,TTLL8,chr22,16.0,0.0,0,2.833213344056216,0.1642973493262254,15110,8951372.0,39723,1,5,0,0.742,55,0,29,2,0.0,11.0,0,13,39.0,2.0,84.0,0.0,21
T4,DENND6B,chr22,84.0,0.0,0,4.442651256490317,0.8375536798459944,2076,9233629.0,18491,1,2,0,0.97,42,4,34,0,0.0,26.0,0,13,27.0,2.0,55.0,0.0,21
T4,SHANK3,chr22,42.0,0.0,0,3.7612001156935624,0.48008292610691544,23035,9559557.0,58804,1,6,0,0.905,126,3,117,0,0.0,311.0,0,13,55.0,2.0,567.0,0.0,21
T4,TTLL3,chr3,8.0,0.0,0,2.1972245773362196,0.02236043240041463,5484,223768.0,47052,1,2,0,0.815,55,3,37,1,0.0,86.0,0,13,19.0,2.0,23.0,0.0,2
T4,VHL,chr3,11.0,0.0,0,2.4849066497880004,0.07492966089145565,13012,13012.0,11898,1,1,0,1.13,15,2,10,2,5.0,969.0,1,13,29.0,2.0,75.0,0.0,2
T4,SGO1,chr3,34.0,0.0,0,3.5553480614894135,0.3922701021768103,71263,7451318.0,26189,0,1,0,0.98,19,4,13,0,0.0,164.0,0,13,55.0,2.0,445.0,0.0,2
T4,RPL15,chr3,9.0,0.0,0,2.302585092994046,0.03961202428550274,49453,6739340.0,7783,0,1,0,0.83,14,4,9,0,0.0,141.0,0,13,42.0,2.0,157.0,0.0,2
T4,NGLY1,chr3,24.0,0.0,0,3.2188758248682006,0.2763216348289649,2923,4819362.0,71322,1,3,0,0.9967,55,2,41,3,0.0,150.0,0,13,53.0,2.0,225.0,0.0,2
T4,CMTM6,chr3,30.0,0.0,0,3.4339872044851463,0.34592033170442765,55568,1840806.0,28677,1,1,0,0.92,35,1,33,0,0.0,123.0,0,13,48.0,2.0,211.0,0.0,2
T4,CNOT10,chr3,11.0,0.0,0,2.4849066497880004,0.07492966089145565,56808,2021853.0,88736,1,1,0,0.91,61,1,43,4,0.0,42.0,0,13,46.0,2.0,112.0,0.0,2
T4,UBP1,chr3,8.0,0.0,0,2.1972245773362196,0.02236043240041463,59668,2775261.0,53071,0,2,0,0.93,57,3,53,0,0.0,78.0,0,13,53.0,2.0,201.0,0.0,2
T4,DCLK3,chr3,14.0,0.0,0,2.70805020110221,0.12823930105138456,158724,387397.0,52132,0,1,0,1.24,46,1,21,9,0.0,273.0,0,13,36.0,2.0,68.0,0.0,2
T4,TRANK1,chr3,18.0,0.0,0,2.9444389791664403,0.19524655708573968,68699,116868.0,118240,1,1,0,0.83,125,1,104,3,0.0,122.0,0,13,38.0,2.0,100.0,0.0,2
T4,OXSR1,chr3,102.0,0.0,0,4.634728988229636,0.9161113579150008,4879,31416.0,90395,1,1,0,1.01,79,1,65,5,0.0,69.0,0,13,34.0,2.0,90.0,0.0,2
T4,SLC22A14,chr3,110.0,0.0,0,4.709530201312334,0.9380275433140827,7522,136220.0,36281,0,0,28056,,29,0,15,2,0.0,135.0,0,13,46.0,2.0,181.0,0.0,2
T4,EXOG,chr3,17.0,0.0,0,2.8903717578961645,0.1808085295424256,9539,348036.0,46034,0,1,0,0.88,53,1,49,0,0.0,44.0,0,13,34.0,2.0,97.0,0.0,2
T4,CLEC3B,chr3,133.0,0.0,0,4.897839799950911,0.9804531319413594,4578,2167143.0,34523,0,1,0,0.96,57,2,51,1,0.0,488.0,0,13,37.0,2.0,128.0,0.0,2
T4,NBEAL2,chr3,8.0,0.0,0,2.1972245773362196,0.02236043240041463,45743,230190.0,30041,0,2,0,0.73,77,3,73,0,0.0,343.0,0,13,49.0,2.0,215.0,0.0,2
T4,SLC26A6,chr3,14.0,0.0,0,2.70805020110221,0.12823930105138456,471,777976.0,9775,0,1,0,0.81,18,2,16,0,0.0,151.0,0,13,34.0,2.0,61.0,0.0,2
T4,CELSR3,chr3,19.0,0.0,0,2.995732273553991,0.2102028727972753,13513,763625.0,26423,0,3,0,0.8033,51,1,36,4,0.0,150.0,0,13,24.0,2.0,48.0,0.0,2
T4,DAG1,chr3,20.0,0.0,0,3.044522437723423,0.22464090034058937,17108,38543.0,66970,1,1,0,1.05,81,2,76,0,0.0,390.0,0,13,47.0,2.0,203.0,0.0,2
T4,LSMEM2,chr3,31.0,0.0,0,3.4657359027997265,0.3576188360728565,2720,863312.0,9086,0,0,2042,,11,1,8,1,0.0,12.0,0,13,39.0,2.0,85.0,0.0,2
T4,ALAS1,chr3,21.0,0.0,0,3.091042453358316,0.2373759810454613,17900,229822.0,16499,1,1,0,0.96,26,1,25,0,0.0,174.0,0,13,42.0,2.0,139.0,0.0,2
T4,STAB1,chr3,95.0,0.0,0,4.564348191467836,0.8931585961794758,3818,81511.0,29175,0,0,37,,57,1,35,3,0.0,207.0,0,13,52.0,2.0,238.0,0.0,2
T4,CCDC66,chr3,34.0,0.0,0,3.5553480614894135,0.3922701021768103,37887,3266085.0,64676,0,1,0,1.0,40,1,35,1,0.0,146.0,0,13,41.0,2.0,85.0,0.0,2
T4,THOC7,chr3,13.0,0.0,0,2.6390573296152584,0.11158003850140678,7076,2619485.0,29998,0,1,0,0.92,27,3,21,2,0.0,106.0,0,13,48.0,2.0,176.0,0.0,2
T4,TAFA1,chr3,15.0,0.0,0,2.772588722239781,0.14541685176958388,8720,6761508.0,541374,1,1,0,0.67,247,2,95,29,0.0,79.0,0,13,49.0,2.0,165.0,0.0,2
T4,EOGT,chr3,49.0,0.0,0,3.912023005428146,0.5530875166592626,13579,7775804.0,38467,1,1,0,0.96,43,2,37,2,0.0,75.0,0,13,27.0,2.0,42.0,0.0,2
T4,SHQ1,chr3,20.0,0.0,0,3.044522437723423,0.22464090034058937,146071,11464384.0,112637,1,1,0,1.09,101,3,84,1,0.0,64.0,0,13,50.0,2.0,324.0,0.0,2
T4,COL8A1,chr3,15.0,0.0,0,2.772588722239781,0.14541685176958388,355080,6586206.0,160800,0,0,18543,,163,1,156,0,0.0,233.0,0,13,51.0,2.0,287.0,0.0,2
T4,LNP1,chr3,67.0,0.0,0,4.219507705176107,0.7196801421590404,23363,5444997.0,56371,1,1,0,0.85,60,2,47,1,0.0,47.0,0,13,30.0,1.0,66.0,0.0,2
T4,DPPA4,chr3,54.0,0.0,0,4.007333185232471,0.602695098474752,10028,3458011.0,11447,1,0,207902,,12,1,8,0,0.0,53.0,0,13,55.0,2.0,296.0,0.0,2
T4,ZNF80,chr3,29.0,0.0,0,3.4011973816621555,0.3333333333333333,1198,7309622.0,2947,0,0,81665,,4,1,3,0,0.0,36.0,0,13,17.0,2.0,26.0,0.0,2
T4,PLA1A,chr3,54.0,0.0,0,4.007333185232471,0.602695098474752,7192,1955386.0,32008,1,0,17672,,35,2,32,0,0.0,223.0,0,13,46.0,2.0,171.0,0.0,2
T4,FSTL1,chr3,47.0,0.0,0,3.871201010907891,0.5328742780986229,44827,1139588.0,58948,0,1,0,0.8,84,2,77,0,0.0,741.0,0,13,51.0,2.0,221.0,0.0,2
T4,STXBP5L,chr3,68.0,0.0,0,4.23410650459726,0.7262698060121427,35426,673356.0,516689,1,1,0,0.93,134,2,56,5,0.0,65.0,0,13,51.0,2.0,196.0,0.0,2
